,Time (sec),Latitude (deg),Longitude (deg),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp in C,Humidity,Wind Speed
43,42.299,34.25749,-118.5229,78.40054,39.96768,0.3408007,0.2499451,301.851,0.1113046,1420.25,0.509355,15.29412,0.7065837,4.672756,40.39216,34,73.4,5.966133,2,0.2772605,0.01204661,23.01565,0.6900665,73.85,0,0,0,77.45,926.5,82.625,82.4,70.98039,0,-9.717528,-2.71402,19.88388,73.328,-0.45,27.048,14.472,0,17.36938,39.0,1,14.3,0,0,0,0,0,0,0,17.27995,92.3,31,0,8.321419,3.529412,98.43137,0,1688183337.299,76.8845,58.0,5.75
44,43.302,34.25748,-118.5229,78.40054,39.96768,0.3408007,0.2499451,301.851,0.1113046,1420.25,0.509355,15.29412,0.7065837,4.672756,40.39216,34,73.4,5.966133,2,0.2772605,0.01204661,23.01565,0.6900665,73.85,0,0,0,77.45,926.5,82.625,82.4,70.98039,0,-9.717528,-2.71402,19.88388,73.328,-0.45,27.048,14.472,0,17.36938,39.0,1,14.3,0,0,0,0,0,0,0,17.27995,92.3,31,0,8.321419,3.529412,98.43137,0,1688183338.302,76.886,58.0,5.75
45,44.305,34.25747,-118.523,78.40054,39.96768,0.3408007,0.2499451,301.851,0.1113046,1420.25,0.509355,15.29412,0.7065837,4.672756,40.39216,34,73.4,5.966133,2,0.2772605,0.01204661,23.01565,0.6900665,73.85,0,0,0,77.45,926.5,82.625,82.4,70.98039,0,-9.717528,-2.71402,19.88388,73.328,-0.45,27.048,14.472,0,17.36938,39.0,1,14.3,0,0,0,0,0,0,0,17.27995,92.3,31,0,8.321419,3.529412,98.43137,0,1688183339.305,76.88749999999999,58.0,5.75
46,45.297,34.25747,-118.523,80.88409,39.96826,0.2151028,0.2422706,301.8553,0.07025198,0.0,0.321489,0.0,0.0,2.949298,0.0,34,73.4,4.030776,1,0.2948004,0.01226347,24.0389,0.7548303,73.85,0,0,0,77.45,0.0,82.625,82.4,70.98039,0,-0.2900755,-3.871402,11.13497,73.328,0.1,27.048,14.042,0,17.02881,40.0,1,13.6,0,0,0,0,0,0,0,0.0,92.3,30,0,8.189333,0.0,0.0,0,1688183340.297,76.889,58.0,5.75
47,46.3,34.25746,-118.523,80.88409,39.96826,0.2151028,0.2422706,301.8553,0.07025198,0.0,0.321489,0.0,0.0,2.949298,0.0,34,73.4,4.030776,1,0.2948004,0.01226347,24.0389,0.7548303,73.85,0,0,0,77.45,0.0,82.625,82.4,70.98039,0,-0.2900755,-3.871402,11.13497,73.328,0.1,27.048,14.042,0,17.02881,40.0,1,13.6,0,0,0,0,0,0,0,0.0,92.3,30,0,8.189333,0.0,0.0,0,1688183341.3,76.8905,58.0,5.75
48,47.294,34.25746,-118.523,80.88409,39.96826,0.2151028,0.2422706,301.8553,0.07025198,0.0,0.321489,0.0,0.0,2.949298,0.0,34,73.4,4.030776,1,0.2948004,0.01226347,24.0389,0.7548303,73.85,0,0,0,77.45,0.0,82.625,82.4,70.98039,0,-0.2900755,-3.871402,11.13497,73.328,0.1,27.048,14.042,0,17.02881,40.0,1,13.6,0,0,0,0,0,0,0,0.0,92.3,30,0,8.189333,0.0,0.0,0,1688183342.294,76.892,58.0,5.75
49,48.301,34.25746,-118.523,80.88409,39.96826,0.2151028,0.2422706,301.8553,0.07025198,0.0,0.321489,0.0,0.0,2.949298,0.0,34,73.4,4.030776,1,0.2948004,0.01226347,24.0389,0.7548303,73.85,0,0,0,77.45,0.0,82.625,82.4,70.98039,0,-0.2900755,-3.871402,11.13497,73.328,0.1,27.048,14.042,0,17.02881,40.0,1,13.6,0,0,0,0,0,0,0,0.0,92.3,30,0,8.189333,0.0,0.0,0,1688183343.301,76.89349999999999,58.0,5.75
50,49.302,34.25746,-118.523,80.88409,39.96826,0.2151028,0.2422706,301.8553,0.07025198,0.0,0.321489,0.0,0.0,2.949298,0.0,34,73.4,4.030776,1,0.2948004,0.01226347,24.0389,0.7548303,73.85,0,0,0,77.45,0.0,82.625,82.4,70.98039,0,-0.2900755,-3.871402,11.13497,73.328,0.1,27.048,14.042,0,17.02881,40.0,1,13.6,0,0,0,0,0,0,0,0.0,92.3,30,0,8.189333,0.0,0.0,0,1688183344.302,76.895,58.0,5.75
51,50.295,34.25746,-118.523,127.6381,39.96838,0.0194729,0.1535265,301.8557,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01228442,24.21551,0.8356153,73.85,0,0,0,77.45,0.0,82.625,82.4,71.37255,0,0.0,-4.707874,0.0,73.328,-0.04,27.048,13.671,0,16.11938,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,29,0,7.528903,0.0,0.0,0,1688183345.295,76.8965,58.0,5.75
52,51.315,34.25745,-118.523,127.6381,39.96838,0.0194729,0.1535265,301.8557,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01228442,24.21551,0.8356153,73.85,0,0,0,77.45,0.0,82.625,82.4,71.37255,0,0.0,-4.707874,0.0,73.328,-0.04,27.048,13.671,0,16.11938,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,29,0,7.528903,0.0,0.0,0,1688183346.315,76.898,58.0,5.75
53,52.292,34.25745,-118.523,127.6381,39.96838,0.0194729,0.1535265,301.8557,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01228442,24.21551,0.8356153,73.85,0,0,0,77.45,0.0,82.625,82.4,71.37255,0,0.0,-4.707874,0.0,73.328,-0.04,27.048,13.671,0,16.11938,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,29,0,7.528903,0.0,0.0,0,1688183347.292,76.89949999999999,58.0,5.75
54,53.294,34.25745,-118.523,127.6381,39.96838,0.0194729,0.1535265,301.8557,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01228442,24.21551,0.8356153,73.85,0,0,0,77.45,0.0,82.625,82.4,71.37255,0,0.0,-4.707874,0.0,73.328,-0.04,27.048,13.671,0,16.11938,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,29,0,7.528903,0.0,0.0,0,1688183348.294,76.901,58.0,5.75
55,54.291,34.25746,-118.523,127.6381,39.96838,0.0194729,0.1535265,301.8557,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01228442,24.21551,0.8356153,73.85,0,0,0,77.45,0.0,82.625,82.4,71.37255,0,0.0,-4.707874,0.0,73.328,-0.04,27.048,13.671,0,16.11938,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,29,0,7.528903,0.0,0.0,0,1688183349.291,76.9025,58.0,5.75
56,55.291,34.25745,-118.523,127.6381,39.96838,0.0194729,0.1535265,301.8557,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01228442,24.21551,0.8356153,73.85,0,0,0,77.45,0.0,82.625,82.4,71.37255,0,0.0,-4.707874,0.0,73.328,-0.04,27.048,13.671,0,16.11938,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,29,0,7.528903,0.0,0.0,0,1688183350.291,76.904,58.0,5.75
57,56.297,34.25745,-118.523,0.0,39.9683,0.0194729,0.0,301.8563,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01231242,24.16044,0.9225181,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,-3.184488,0.0,73.328,0.0,27.097,13.671,0,15.99976,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,28,0,7.528903,0.0,0.0,0,1688183351.297,76.90549999999999,58.0,5.75
58,57.286,34.25745,-118.523,0.0,39.9683,0.0194729,0.0,301.8563,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01231242,24.16044,0.9225181,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,-3.184488,0.0,73.328,0.0,27.097,13.671,0,15.99976,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,28,0,7.528903,0.0,0.0,0,1688183352.286,76.907,58.0,5.75
59,58.3,34.25745,-118.523,0.0,39.9683,0.0194729,0.0,301.8563,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01231242,24.16044,0.9225181,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,-3.184488,0.0,73.328,0.0,27.097,13.671,0,15.99976,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,28,0,7.528903,0.0,0.0,0,1688183353.3,76.9085,58.0,5.75
60,65.3,34.25745,-118.523,0.0,39.96824,0.0194729,0.0,301.8568,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.0123389,24.10859,1.008369,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,-0.359926,0.0,73.328,-0.06,27.048,13.671,0,15.94971,40.5,1,13.5,0,0,0,0,0,0,0,0.0,92.3,27,0,7.528903,0.0,0.0,0,1688183360.3,76.91,58.0,5.75
61,66.292,34.25744,-118.523,0.0,39.96816,0.0194729,0.0,301.8573,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01236786,24.05214,1.103742,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,3.187156e-16,1.59071,73.328,0.0,27.048,13.671,0,14.95972,40.5,0,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.396817,0.0,0.0,0,1688183361.292,76.90166666666666,58.0,5.75
62,67.308,34.25743,-118.5231,0.0,39.96816,0.0194729,0.0,301.8573,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01236786,24.05214,1.103742,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,3.187156e-16,1.59071,73.328,0.0,27.048,13.671,0,14.95972,40.5,0,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.396817,0.0,0.0,0,1688183362.308,76.89333333333333,58.0,5.75
63,68.297,34.25741,-118.5232,0.0,39.96816,0.0194729,0.0,301.8573,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01236786,24.05214,1.103742,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,3.187156e-16,1.59071,73.328,0.0,27.048,13.671,0,14.95972,40.5,0,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.396817,0.0,0.0,0,1688183363.297,76.88499999999999,58.0,5.75
64,69.301,34.25739,-118.5233,0.0,39.96816,0.0194729,0.0,301.8573,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01236786,24.05214,1.103742,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,3.187156e-16,1.59071,73.328,0.0,27.048,13.671,0,14.95972,40.5,0,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.396817,0.0,0.0,0,1688183364.301,76.87666666666667,58.0,5.75
65,70.297,34.25738,-118.5234,0.0,39.96816,0.0194729,0.0,301.8573,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01236786,24.05214,1.103742,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,3.187156e-16,1.59071,73.328,0.0,27.048,13.671,0,14.95972,40.5,0,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.396817,0.0,0.0,0,1688183365.297,76.86833333333333,58.0,5.75
66,71.297,34.25735,-118.5235,0.0,39.96816,0.0194729,0.0,301.8573,0.006359796,0.0,0.027783,0.0,0.0,0.2669951,0.0,78,73.4,0.0,1,0.2974736,0.01236786,24.05214,1.103742,73.85,0,0,0,77.45,0.0,82.625,84.2,71.37255,0,0.0,3.187156e-16,1.59071,73.328,0.0,27.048,13.671,0,14.95972,40.5,0,13.5,0,0,0,0,0,0,0,0.0,92.3,26,0,7.396817,0.0,0.0,0,1688183366.297,76.86,58.0,5.75
67,72.3,34.25734,-118.5236,8.667871,39.96377,1.290361,2.260744,301.8996,0.4214283,1494.5,1.837647,53.72549,2.099678,17.69228,96.07843,78,73.4,0.0,2,0.3159791,0.01452302,21.75711,1.190326,73.85,0,0,0,77.45,1940.5,82.625,82.4,71.37255,0,-1.740453,1.377035,22.26994,73.328,0.42,27.097,13.574,0,15.23926,40.5,1,13.5,0,0,0,0,0,0,0,62.17588,92.3,26,0,6.868473,56.86274,97.25491,0,1688183367.3,76.85166666666666,58.0,5.75
68,73.3,34.25732,-118.5238,8.667871,39.96377,1.290361,2.260744,301.8996,0.4214283,1494.5,1.837647,53.72549,2.099678,17.69228,96.07843,78,73.4,0.0,2,0.3159791,0.01452302,21.75711,1.190326,73.85,0,0,0,77.45,1940.5,82.625,82.4,71.37255,0,-1.740453,1.377035,22.26994,73.328,0.42,27.097,13.574,0,15.23926,40.5,1,13.5,0,0,0,0,0,0,0,62.17588,92.3,26,0,6.868473,56.86274,97.25491,0,1688183368.3,76.84333333333333,58.0,5.75
69,74.308,34.25731,-118.5239,8.667871,39.96377,1.290361,2.260744,301.8996,0.4214283,1494.5,1.837647,53.72549,2.099678,17.69228,96.07843,78,73.4,0.0,2,0.3159791,0.01452302,21.75711,1.190326,73.85,0,0,0,77.45,1940.5,82.625,82.4,71.37255,0,-1.740453,1.377035,22.26994,73.328,0.42,27.097,13.574,0,15.23926,40.5,1,13.5,0,0,0,0,0,0,0,62.17588,92.3,26,0,6.868473,56.86274,97.25491,0,1688183369.308,76.835,58.0,5.75
70,75.307,34.25731,-118.5241,8.667871,39.96377,1.290361,2.260744,301.8996,0.4214283,1494.5,1.837647,53.72549,2.099678,17.69228,96.07843,78,73.4,0.0,2,0.3159791,0.01452302,21.75711,1.190326,73.85,0,0,0,77.45,1940.5,82.625,82.4,71.37255,0,-1.740453,1.377035,22.26994,73.328,0.42,27.097,13.574,0,15.23926,40.5,1,13.5,0,0,0,0,0,0,0,62.17588,92.3,26,0,6.868473,56.86274,97.25491,0,1688183370.307,76.82666666666667,58.0,5.75
71,76.295,34.25731,-118.5242,13.45124,39.9595,1.893969,1.456805,301.9484,0.618565,2079.5,2.824605,56.86274,2.990309,25.96841,96.86275,78,73.4,33.76672,2,0.3498877,0.01701749,20.56048,1.256329,73.22,0,0,0,77.45,2225.0,82.625,80.6,71.37255,0,-1.450377,3.564308,31.01885,72.752,-2.87,27.048,13.554,0,15.08911,40.5,1,13.5,0,0,0,0,0,0,0,65.58743,92.3,25,0,7.925161,58.03922,95.68627,0,1688183371.295,76.81833333333333,58.0,5.75
72,77.301,34.25731,-118.5244,13.45124,39.9595,1.893969,1.456805,301.9484,0.618565,2079.5,2.824605,56.86274,2.990309,25.96841,96.86275,78,73.4,33.76672,2,0.3498877,0.01701749,20.56048,1.256329,73.22,0,0,0,77.45,2225.0,82.625,80.6,71.37255,0,-1.450377,3.564308,31.01885,72.752,-2.87,27.048,13.554,0,15.08911,40.5,1,13.5,0,0,0,0,0,0,0,65.58743,92.3,25,0,7.925161,58.03922,95.68627,0,1688183372.301,76.81,58.0,5.75
73,78.304,34.25731,-118.5246,13.45124,39.9595,1.893969,1.456805,301.9484,0.618565,2079.5,2.824605,56.86274,2.990309,25.96841,96.86275,78,73.4,33.76672,2,0.3498877,0.01701749,20.56048,1.256329,73.22,0,0,0,77.45,2225.0,82.625,80.6,71.37255,0,-1.450377,3.564308,31.01885,72.752,-2.87,27.048,13.554,0,15.08911,40.5,1,13.5,0,0,0,0,0,0,0,65.58743,92.3,25,0,7.925161,58.03922,95.68627,0,1688183373.304,76.80166666666666,58.0,5.75
74,79.298,34.25732,-118.5247,13.45124,39.9595,1.893969,1.456805,301.9484,0.618565,2079.5,2.824605,56.86274,2.990309,25.96841,96.86275,78,73.4,33.76672,2,0.3498877,0.01701749,20.56048,1.256329,73.22,0,0,0,77.45,2225.0,82.625,80.6,71.37255,0,-1.450377,3.564308,31.01885,72.752,-2.87,27.048,13.554,0,15.08911,40.5,1,13.5,0,0,0,0,0,0,0,65.58743,92.3,25,0,7.925161,58.03922,95.68627,0,1688183374.298,76.79333333333334,58.0,5.75
75,80.305,34.25731,-118.5249,13.45124,39.9595,1.893969,1.456805,301.9484,0.618565,2079.5,2.824605,56.86274,2.990309,25.96841,96.86275,78,73.4,33.76672,2,0.3498877,0.01701749,20.56048,1.256329,73.22,0,0,0,77.45,2225.0,82.625,80.6,71.37255,0,-1.450377,3.564308,31.01885,72.752,-2.87,27.048,13.554,0,15.08911,40.5,1,13.5,0,0,0,0,0,0,0,65.58743,92.3,25,0,7.925161,58.03922,95.68627,0,1688183375.305,76.785,58.0,5.75
76,81.298,34.25731,-118.5251,95.86913,39.96101,0.3499984,0.2044019,301.9567,0.1143085,1430.25,0.514647,14.90196,0.6619235,4.798867,39.21569,78,73.4,4.421581,2,0.3899284,0.01743816,22.36064,1.33965,73.85,0,0,0,77.45,1303.75,82.625,82.4,71.37255,0,-10.0076,3.566185,32.60956,73.328,0.23,27.048,13.593,0,15.28931,40.5,1,13.5,0,0,0,0,0,0,0,17.62223,92.3,24,0,7.660989,35.29412,70.19608,0,1688183376.298,76.77666666666666,58.0,5.75
77,82.304,34.2573,-118.5252,95.86913,39.96101,0.3499984,0.2044019,301.9567,0.1143085,1430.25,0.514647,14.90196,0.6619235,4.798867,39.21569,78,73.4,4.421581,2,0.3899284,0.01743816,22.36064,1.33965,73.85,0,0,0,77.45,1303.75,82.625,82.4,71.37255,0,-10.0076,3.566185,32.60956,73.328,0.23,27.048,13.593,0,15.28931,40.5,1,13.5,0,0,0,0,0,0,0,17.62223,92.3,24,0,7.660989,35.29412,70.19608,0,1688183377.304,76.76833333333333,58.0,5.75
78,83.298,34.25731,-118.5254,95.86913,39.96101,0.3499984,0.2044019,301.9567,0.1143085,1430.25,0.514647,14.90196,0.6619235,4.798867,39.21569,78,73.4,4.421581,2,0.3899284,0.01743816,22.36064,1.33965,73.85,0,0,0,77.45,1303.75,82.625,82.4,71.37255,0,-10.0076,3.566185,32.60956,73.328,0.23,27.048,13.593,0,15.28931,40.5,1,13.5,0,0,0,0,0,0,0,17.62223,92.3,24,0,7.660989,35.29412,70.19608,0,1688183378.298,76.75999999999999,58.0,5.75
79,84.292,34.25731,-118.5256,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183379.292,76.75166666666667,58.0,5.75
80,85.295,34.25731,-118.5258,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183380.295,76.74333333333333,58.0,5.75
81,86.304,34.25731,-118.526,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183381.304,76.735,58.0,5.75
82,87.302,34.2573,-118.5262,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183382.302,76.72666666666666,58.0,5.75
83,88.3,34.2573,-118.5263,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183383.3,76.71833333333333,58.0,5.75
84,89.291,34.2573,-118.5265,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183384.291,76.71,58.0,5.75
85,90.301,34.25729,-118.5267,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183385.301,76.70166666666667,58.0,5.75
86,91.3,34.25729,-118.5269,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183386.3,76.69333333333333,58.0,5.75
87,92.299,34.25729,-118.527,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183387.299,76.685,58.0,5.75
88,93.299,34.25728,-118.5272,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183388.299,76.67666666666666,58.0,5.75
89,94.298,34.25728,-118.5273,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183389.298,76.66833333333334,58.0,5.75
90,95.298,34.25729,-118.5273,47.20517,39.96147,0.7108129,0.4151205,301.9745,0.2321495,1290.5,1.062369,35.29412,1.245398,9.746035,69.01961,78,73.4,13.18276,2,0.4335054,0.01835014,23.62409,1.395499,73.85,0,0,0,77.45,1221.75,82.625,82.4,71.37255,0,-5.656472,1.378912,34.99562,73.328,0.16,27.097,13.574,0,15.04883,40.5,1,13.5,0,0,0,0,0,0,0,39.66468,92.3,24,0,7.660989,45.88235,94.11765,0,1688183390.298,76.66,58.0,5.75
91,96.303,34.25729,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183391.303,76.65166666666666,58.0,5.75
92,97.3,34.25714,-118.5274,24.46281,39.96003,1.498638,0.8010458,302.0024,0.489451,1740.5,2.239839,51.37255,2.403666,20.54799,92.15686,78,73.4,30.80361,2,0.4682055,0.01977385,23.67801,1.600884,73.22,0,0,0,77.45,1359.25,82.625,82.4,71.37255,0,-2.030528,0.6686412,32.60956,72.752,-0.19,27.048,13.574,0,17.85889,46.5,1,13.5,0,0,0,0,0,0,0,62.00538,92.3,24,0,8.189333,14.5098,41.56863,0,1688183392.3,76.64333333333333,58.0,5.75
