,Time (sec),Latitude (deg),Longitude (deg),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp in C,Humidity,Wind Speed
143,148.288,34.24937,-118.5274,141.3339,39.98288,0.2637886,0.1386492,302.0687,0.08615263,1154.5,0.394254,14.5098,0.5552256,3.616835,39.21569,138,71.6,6.185397,2,0.9554301,0.02315374,41.26461,2.427585,71.96,0,0,0,77.45,1120.25,82.625,82.4,70.58823,0,-9.862566,-0.5338659,27.83743,71.6,0.05,27.097,13.593,0,18.02979,47.5,1,13.5,0,0,0,0,0,0,0,16.4539,92.3,40,0,7.925161,14.90196,40.39216,0,1688183443.288,76.479,58.0,5.75
144,149.351,34.2493,-118.5274,141.3339,39.98288,0.2637886,0.1386492,302.0687,0.08615263,1154.5,0.394254,14.5098,0.5552256,3.616835,39.21569,138,71.6,6.185397,2,0.9554301,0.02315374,41.26461,2.427585,71.96,0,0,0,77.45,1120.25,82.625,82.4,70.58823,0,-9.862566,-0.5338659,27.83743,71.6,0.05,27.097,13.593,0,18.02979,47.5,1,13.5,0,0,0,0,0,0,0,16.4539,92.3,40,0,7.925161,14.90196,40.39216,0,1688183444.351,76.482,58.0,5.75
145,150.299,34.24923,-118.5274,141.3339,39.98288,0.2637886,0.1386492,302.0687,0.08615263,1154.5,0.394254,14.5098,0.5552256,3.616835,39.21569,138,71.6,6.185397,2,0.9554301,0.02315374,41.26461,2.427585,71.96,0,0,0,77.45,1120.25,82.625,82.4,70.58823,0,-9.862566,-0.5338659,27.83743,71.6,0.05,27.097,13.593,0,18.02979,47.5,1,13.5,0,0,0,0,0,0,0,16.4539,92.3,40,0,7.925161,14.90196,40.39216,0,1688183445.299,76.485,58.0,5.75
146,151.298,34.24915,-118.5274,141.3339,39.98288,0.2637886,0.1386492,302.0687,0.08615263,1154.5,0.394254,14.5098,0.5552256,3.616835,39.21569,138,71.6,6.185397,2,0.9554301,0.02315374,41.26461,2.427585,71.96,0,0,0,77.45,1120.25,82.625,82.4,70.58823,0,-9.862566,-0.5338659,27.83743,71.6,0.05,27.097,13.593,0,18.02979,47.5,1,13.5,0,0,0,0,0,0,0,16.4539,92.3,40,0,7.925161,14.90196,40.39216,0,1688183446.298,76.488,58.0,5.75
147,152.287,34.24908,-118.5274,81.62307,39.98408,0.2664442,0.2400772,302.0773,0.08701994,1104.5,0.398223,14.90196,0.549496,3.653246,40.39216,138,71.6,6.142141,2,0.991601,0.02359542,42.02515,2.532063,71.96,0,0,0,77.45,1137.5,82.625,82.4,70.58823,0,-9.717528,-2.285245,18.29317,71.6,-0.43,27.048,13.574,0,16.92993,44.5,1,13.5,0,0,0,0,0,0,0,17.3719,92.3,40,0,7.528903,21.56863,63.13726,0,1688183447.287,76.491,58.0,5.75
148,153.295,34.24902,-118.5274,81.62307,39.98408,0.2664442,0.2400772,302.0773,0.08701994,1104.5,0.398223,14.90196,0.549496,3.653246,40.39216,138,71.6,6.142141,2,0.991601,0.02359542,42.02515,2.532063,71.96,0,0,0,77.45,1137.5,82.625,82.4,70.58823,0,-9.717528,-2.285245,18.29317,71.6,-0.43,27.048,13.574,0,16.92993,44.5,1,13.5,0,0,0,0,0,0,0,17.3719,92.3,40,0,7.528903,21.56863,63.13726,0,1688183448.295,76.494,58.0,5.75
149,154.297,34.24897,-118.5274,81.62307,39.98408,0.2664442,0.2400772,302.0773,0.08701994,1104.5,0.398223,14.90196,0.549496,3.653246,40.39216,138,71.6,6.142141,2,0.991601,0.02359542,42.02515,2.532063,71.96,0,0,0,77.45,1137.5,82.625,82.4,70.58823,0,-9.717528,-2.285245,18.29317,71.6,-0.43,27.048,13.574,0,16.92993,44.5,1,13.5,0,0,0,0,0,0,0,17.3719,92.3,40,0,7.528903,21.56863,63.13726,0,1688183449.297,76.497,58.0,5.75
150,155.296,34.24893,-118.5274,81.62307,39.98408,0.2664442,0.2400772,302.0773,0.08701994,1104.5,0.398223,14.90196,0.549496,3.653246,40.39216,138,71.6,6.142141,2,0.991601,0.02359542,42.02515,2.532063,71.96,0,0,0,77.45,1137.5,82.625,82.4,70.58823,0,-9.717528,-2.285245,18.29317,71.6,-0.43,27.048,13.574,0,16.92993,44.5,1,13.5,0,0,0,0,0,0,0,17.3719,92.3,40,0,7.528903,21.56863,63.13726,0,1688183450.296,76.5,58.0,5.75
151,156.291,34.24888,-118.5274,81.62307,39.98408,0.2664442,0.2400772,302.0773,0.08701994,1104.5,0.398223,14.90196,0.549496,3.653246,40.39216,138,71.6,6.142141,2,0.991601,0.02359542,42.02515,2.532063,71.96,0,0,0,77.45,1137.5,82.625,82.4,70.58823,0,-9.717528,-2.285245,18.29317,71.6,-0.43,27.048,13.574,0,16.92993,44.5,1,13.5,0,0,0,0,0,0,0,17.3719,92.3,40,0,7.528903,21.56863,63.13726,0,1688183451.291,76.503,58.0,5.75
152,157.293,34.24883,-118.5274,81.62307,39.98408,0.2664442,0.2400772,302.0773,0.08701994,1104.5,0.398223,14.90196,0.549496,3.653246,40.39216,138,71.6,6.142141,2,0.991601,0.02359542,42.02515,2.532063,71.96,0,0,0,77.45,1137.5,82.625,82.4,70.58823,0,-9.717528,-2.285245,18.29317,71.6,-0.43,27.048,13.574,0,16.92993,44.5,1,13.5,0,0,0,0,0,0,0,17.3719,92.3,40,0,7.528903,21.56863,63.13726,0,1688183452.293,76.506,58.0,5.75
153,158.298,34.24876,-118.5274,81.62307,39.98408,0.2664442,0.2400772,302.0773,0.08701994,1104.5,0.398223,14.90196,0.549496,3.653246,40.39216,138,71.6,6.142141,2,0.991601,0.02359542,42.02515,2.532063,71.96,0,0,0,77.45,1137.5,82.625,82.4,70.58823,0,-9.717528,-2.285245,18.29317,71.6,-0.43,27.048,13.574,0,16.92993,44.5,1,13.5,0,0,0,0,0,0,0,17.3719,92.3,40,0,7.528903,21.56863,63.13726,0,1688183453.298,76.509,58.0,5.75
154,159.308,34.24868,-118.5274,60.51365,39.98467,0.256707,0.323825,302.0861,0.0838398,1115.5,0.38367,14.11765,0.5364696,3.519738,39.60784,138,71.6,6.185566,2,1.018637,0.02404206,42.36897,2.647019,71.96,0,0,0,77.45,1132.0,82.625,82.4,70.58823,0,-9.862566,-2.629872,14.31639,71.024,0.18,27.048,13.574,0,16.28906,44.0,1,13.5,0,0,0,0,0,0,0,16.572,92.3,40,0,7.132645,14.11765,88.23529,0,1688183454.308,76.512,58.0,5.75
155,160.289,34.2486,-118.5274,60.51365,39.98467,0.256707,0.323825,302.0861,0.0838398,1115.5,0.38367,14.11765,0.5364696,3.519738,39.60784,138,71.6,6.185566,2,1.018637,0.02404206,42.36897,2.647019,71.96,0,0,0,77.45,1132.0,82.625,82.4,70.58823,0,-9.862566,-2.629872,14.31639,71.024,0.18,27.048,13.574,0,16.28906,44.0,1,13.5,0,0,0,0,0,0,0,16.572,92.3,40,0,7.132645,14.11765,88.23529,0,1688183455.289,76.515,58.0,5.75
156,161.302,34.2485,-118.5274,60.51365,39.98467,0.256707,0.323825,302.0861,0.0838398,1115.5,0.38367,14.11765,0.5364696,3.519738,39.60784,138,71.6,6.185566,2,1.018637,0.02404206,42.36897,2.647019,71.96,0,0,0,77.45,1132.0,82.625,82.4,70.58823,0,-9.862566,-2.629872,14.31639,71.024,0.18,27.048,13.574,0,16.28906,44.0,1,13.5,0,0,0,0,0,0,0,16.572,92.3,40,0,7.132645,14.11765,88.23529,0,1688183456.302,76.518,58.0,5.75
157,162.295,34.2484,-118.5274,60.51365,39.98467,0.256707,0.323825,302.0861,0.0838398,1115.5,0.38367,14.11765,0.5364696,3.519738,39.60784,138,71.6,6.185566,2,1.018637,0.02404206,42.36897,2.647019,71.96,0,0,0,77.45,1132.0,82.625,82.4,70.58823,0,-9.862566,-2.629872,14.31639,71.024,0.18,27.048,13.574,0,16.28906,44.0,1,13.5,0,0,0,0,0,0,0,16.572,92.3,40,0,7.132645,14.11765,88.23529,0,1688183457.295,76.521,58.0,5.75
158,163.301,34.24829,-118.5274,60.51365,39.98467,0.256707,0.323825,302.0861,0.0838398,1115.5,0.38367,14.11765,0.5364696,3.519738,39.60784,138,71.6,6.185566,2,1.018637,0.02404206,42.36897,2.647019,71.96,0,0,0,77.45,1132.0,82.625,82.4,70.58823,0,-9.862566,-2.629872,14.31639,71.024,0.18,27.048,13.574,0,16.28906,44.0,1,13.5,0,0,0,0,0,0,0,16.572,92.3,40,0,7.132645,14.11765,88.23529,0,1688183458.301,76.524,58.0,5.75
159,164.288,34.24817,-118.5274,60.51365,39.98467,0.256707,0.323825,302.0861,0.0838398,1115.5,0.38367,14.11765,0.5364696,3.519738,39.60784,138,71.6,6.185566,2,1.018637,0.02404206,42.36897,2.647019,71.96,0,0,0,77.45,1132.0,82.625,82.4,70.58823,0,-9.862566,-2.629872,14.31639,71.024,0.18,27.048,13.574,0,16.28906,44.0,1,13.5,0,0,0,0,0,0,0,16.572,92.3,40,0,7.132645,14.11765,88.23529,0,1688183459.288,76.527,58.0,5.75
160,165.296,34.24805,-118.5274,60.51365,39.98467,0.256707,0.323825,302.0861,0.0838398,1115.5,0.38367,14.11765,0.5364696,3.519738,39.60784,138,71.6,6.185566,2,1.018637,0.02404206,42.36897,2.647019,71.96,0,0,0,77.45,1132.0,82.625,82.4,70.58823,0,-9.862566,-2.629872,14.31639,71.024,0.18,27.048,13.574,0,16.28906,44.0,1,13.5,0,0,0,0,0,0,0,16.572,92.3,40,0,7.132645,14.11765,88.23529,0,1688183460.296,76.53,58.0,5.75
161,166.305,34.24794,-118.5274,18.24033,39.98174,1.05604,1.074314,302.1266,0.3448996,1400.75,1.578339,47.84314,1.904812,14.47948,87.05882,138,71.6,25.19522,2,1.056242,0.02611407,40.44722,2.760673,71.33,0,0,0,77.45,1156.25,82.625,80.6,70.58823,0,-2.175566,-0.338236,27.04207,71.024,0.33,27.048,13.574,0,16.60889,48.0,1,13.5,0,0,0,0,0,0,0,54.29081,92.3,39,0,7.264731,38.03922,37.64706,0,1688183461.305,76.533,58.0,5.75
162,167.303,34.24783,-118.5274,18.24033,39.98174,1.05604,1.074314,302.1266,0.3448996,1400.75,1.578339,47.84314,1.904812,14.47948,87.05882,138,71.6,25.19522,2,1.056242,0.02611407,40.44722,2.760673,71.33,0,0,0,77.45,1156.25,82.625,80.6,70.58823,0,-2.175566,-0.338236,27.04207,71.024,0.33,27.048,13.574,0,16.60889,48.0,1,13.5,0,0,0,0,0,0,0,54.29081,92.3,39,0,7.264731,38.03922,37.64706,0,1688183462.303,76.536,58.0,5.75
163,168.305,34.24772,-118.5274,18.24033,39.98174,1.05604,1.074314,302.1266,0.3448996,1400.75,1.578339,47.84314,1.904812,14.47948,87.05882,138,71.6,25.19522,2,1.056242,0.02611407,40.44722,2.760673,71.33,0,0,0,77.45,1156.25,82.625,80.6,70.58823,0,-2.175566,-0.338236,27.04207,71.024,0.33,27.048,13.574,0,16.60889,48.0,1,13.5,0,0,0,0,0,0,0,54.29081,92.3,39,0,7.264731,38.03922,37.64706,0,1688183463.305,76.539,58.0,5.75
164,169.29,34.24763,-118.5274,18.24033,39.98174,1.05604,1.074314,302.1266,0.3448996,1400.75,1.578339,47.84314,1.904812,14.47948,87.05882,138,71.6,25.19522,2,1.056242,0.02611407,40.44722,2.760673,71.33,0,0,0,77.45,1156.25,82.625,80.6,70.58823,0,-2.175566,-0.338236,27.04207,71.024,0.33,27.048,13.574,0,16.60889,48.0,1,13.5,0,0,0,0,0,0,0,54.29081,92.3,39,0,7.264731,38.03922,37.64706,0,1688183464.29,76.542,58.0,5.75
165,170.297,34.24754,-118.5274,18.24033,39.98174,1.05604,1.074314,302.1266,0.3448996,1400.75,1.578339,47.84314,1.904812,14.47948,87.05882,138,71.6,25.19522,2,1.056242,0.02611407,40.44722,2.760673,71.33,0,0,0,77.45,1156.25,82.625,80.6,70.58823,0,-2.175566,-0.338236,27.04207,71.024,0.33,27.048,13.574,0,16.60889,48.0,1,13.5,0,0,0,0,0,0,0,54.29081,92.3,39,0,7.264731,38.03922,37.64706,0,1688183465.297,76.545,58.0,5.75
166,171.297,34.24746,-118.5274,18.24033,39.98174,1.05604,1.074314,302.1266,0.3448996,1400.75,1.578339,47.84314,1.904812,14.47948,87.05882,138,71.6,25.19522,2,1.056242,0.02611407,40.44722,2.760673,71.33,0,0,0,77.45,1156.25,82.625,80.6,70.58823,0,-2.175566,-0.338236,27.04207,71.024,0.33,27.048,13.574,0,16.60889,48.0,1,13.5,0,0,0,0,0,0,0,54.29081,92.3,39,0,7.264731,38.03922,37.64706,0,1688183466.297,76.548,58.0,5.75
167,172.301,34.24739,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183467.301,76.551,58.0,5.75
168,173.3,34.24732,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183468.3,76.554,58.0,5.75
169,174.295,34.24726,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183469.295,76.557,58.0,5.75
170,175.291,34.24721,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183470.291,76.56,58.0,5.75
171,176.299,34.24718,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183471.299,76.563,58.0,5.75
172,177.301,34.24715,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183472.301,76.566,58.0,5.75
173,178.302,34.24712,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183473.302,76.569,58.0,5.75
174,179.298,34.2471,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183474.298,76.572,58.0,5.75
175,180.3,34.24707,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183475.3,76.575,58.0,5.75
176,181.3,34.24704,-118.5274,115.6785,39.98389,0.2363475,0.1693991,302.1353,0.07719044,1214.75,0.353241,11.76471,0.5457236,3.240587,35.68628,138,71.6,4.475621,2,1.107143,0.0265547,41.69293,2.8711,71.33,0,0,0,77.45,1171.75,82.625,82.4,70.58823,0,-10.15264,1.27285,19.88388,71.024,2.24,27.048,13.574,0,16.92993,45.0,1,13.5,0,0,0,0,0,0,0,14.01105,92.3,39,0,7.396817,12.54902,35.68628,0,1688183476.3,76.578,58.0,5.75
177,182.29,34.24701,-118.5274,76.7767,39.98493,0.2266103,0.2552315,302.1437,0.07401031,1157.0,0.338688,12.54902,0.5197796,3.10708,36.07843,204,71.6,4.948297,2,1.140381,0.0269855,42.25904,3.027085,71.33,0,0,0,77.45,1094.5,82.625,82.4,74.5098,0,-10.15264,-0.1762723,7.953551,71.024,8.59,27.048,13.574,0,16.87988,41.0,1,13.5,0,0,0,0,0,0,0,14.10435,92.3,37,0,7.528903,13.33333,43.13726,0,1688183477.29,76.581,58.0,5.75
178,183.299,34.24699,-118.5274,76.7767,39.98493,0.2266103,0.2552315,302.1437,0.07401031,1157.0,0.338688,12.54902,0.5197796,3.10708,36.07843,204,71.6,4.948297,2,1.140381,0.0269855,42.25904,3.027085,71.33,0,0,0,77.45,1094.5,82.625,82.4,74.5098,0,-10.15264,-0.1762723,7.953551,71.024,8.59,27.048,13.574,0,16.87988,41.0,1,13.5,0,0,0,0,0,0,0,14.10435,92.3,37,0,7.528903,13.33333,43.13726,0,1688183478.299,76.584,58.0,5.75
179,184.302,34.24697,-118.5274,76.7767,39.98493,0.2266103,0.2552315,302.1437,0.07401031,1157.0,0.338688,12.54902,0.5197796,3.10708,36.07843,204,71.6,4.948297,2,1.140381,0.0269855,42.25904,3.027085,71.33,0,0,0,77.45,1094.5,82.625,82.4,74.5098,0,-10.15264,-0.1762723,7.953551,71.024,8.59,27.048,13.574,0,16.87988,41.0,1,13.5,0,0,0,0,0,0,0,14.10435,92.3,37,0,7.528903,13.33333,43.13726,0,1688183479.302,76.587,58.0,5.75
180,185.3,34.24696,-118.5274,76.7767,39.98493,0.2266103,0.2552315,302.1437,0.07401031,1157.0,0.338688,12.54902,0.5197796,3.10708,36.07843,204,71.6,4.948297,2,1.140381,0.0269855,42.25904,3.027085,71.33,0,0,0,77.45,1094.5,82.625,82.4,74.5098,0,-10.15264,-0.1762723,7.953551,71.024,8.59,27.048,13.574,0,16.87988,41.0,1,13.5,0,0,0,0,0,0,0,14.10435,92.3,37,0,7.528903,13.33333,43.13726,0,1688183480.3,76.59,58.0,5.75
181,186.298,34.24695,-118.5274,76.7767,39.98493,0.2266103,0.2552315,302.1437,0.07401031,1157.0,0.338688,12.54902,0.5197796,3.10708,36.07843,204,71.6,4.948297,2,1.140381,0.0269855,42.25904,3.027085,71.33,0,0,0,77.45,1094.5,82.625,82.4,74.5098,0,-10.15264,-0.1762723,7.953551,71.024,8.59,27.048,13.574,0,16.87988,41.0,1,13.5,0,0,0,0,0,0,0,14.10435,92.3,37,0,7.528903,13.33333,43.13726,0,1688183481.298,76.59016666666668,58.0,5.75
182,187.303,34.24695,-118.5274,76.7767,39.98493,0.2266103,0.2552315,302.1437,0.07401031,1157.0,0.338688,12.54902,0.5197796,3.10708,36.07843,204,71.6,4.948297,2,1.140381,0.0269855,42.25904,3.027085,71.33,0,0,0,77.45,1094.5,82.625,82.4,74.5098,0,-10.15264,-0.1762723,7.953551,71.024,8.59,27.048,13.574,0,16.87988,41.0,1,13.5,0,0,0,0,0,0,0,14.10435,92.3,37,0,7.528903,13.33333,43.13726,0,1688183482.303,76.59033333333333,58.0,5.75
183,188.301,34.24694,-118.5274,20.34662,39.98413,0.2443143,0.9631003,302.1561,0.07979237,1050.0,0.365148,5.490196,0.4542393,3.34982,38.82353,204,71.6,5.601165,4,1.153141,0.02761569,41.75674,3.126277,71.33,0,0,0,77.9,0.0,82.625,82.4,74.5098,0,-10.29768,-2.046303,2.386065,71.024,-1.24,27.048,13.652,0,16.72974,40.5,1,13.5,0,0,0,0,0,0,0,16.75584,92.3,37,0,7.264731,0.0,0.0,0,1688183483.301,76.5905,58.0,5.75
184,189.304,34.24695,-118.5274,20.34662,39.98413,0.2443143,0.9631003,302.1561,0.07979237,1050.0,0.365148,5.490196,0.4542393,3.34982,38.82353,204,71.6,5.601165,4,1.153141,0.02761569,41.75674,3.126277,71.33,0,0,0,77.9,0.0,82.625,82.4,74.5098,0,-10.29768,-2.046303,2.386065,71.024,-1.24,27.048,13.652,0,16.72974,40.5,1,13.5,0,0,0,0,0,0,0,16.75584,92.3,37,0,7.264731,0.0,0.0,0,1688183484.304,76.59066666666666,58.0,5.75
185,190.304,34.24696,-118.5274,20.34662,39.98413,0.2443143,0.9631003,302.1561,0.07979237,1050.0,0.365148,5.490196,0.4542393,3.34982,38.82353,204,71.6,5.601165,4,1.153141,0.02761569,41.75674,3.126277,71.33,0,0,0,77.9,0.0,82.625,82.4,74.5098,0,-10.29768,-2.046303,2.386065,71.024,-1.24,27.048,13.652,0,16.72974,40.5,1,13.5,0,0,0,0,0,0,0,16.75584,92.3,37,0,7.264731,0.0,0.0,0,1688183485.304,76.59083333333334,58.0,5.75
186,191.301,34.24696,-118.5274,20.34662,39.98413,0.2443143,0.9631003,302.1561,0.07979237,1050.0,0.365148,5.490196,0.4542393,3.34982,38.82353,204,71.6,5.601165,4,1.153141,0.02761569,41.75674,3.126277,71.33,0,0,0,77.9,0.0,82.625,82.4,74.5098,0,-10.29768,-2.046303,2.386065,71.024,-1.24,27.048,13.652,0,16.72974,40.5,1,13.5,0,0,0,0,0,0,0,16.75584,92.3,37,0,7.264731,0.0,0.0,0,1688183486.301,76.59100000000001,58.0,5.75
187,192.303,34.24696,-118.5274,20.34662,39.98413,0.2443143,0.9631003,302.1561,0.07979237,1050.0,0.365148,5.490196,0.4542393,3.34982,38.82353,204,71.6,5.601165,4,1.153141,0.02761569,41.75674,3.126277,71.33,0,0,0,77.9,0.0,82.625,82.4,74.5098,0,-10.29768,-2.046303,2.386065,71.024,-1.24,27.048,13.652,0,16.72974,40.5,1,13.5,0,0,0,0,0,0,0,16.75584,92.3,37,0,7.264731,0.0,0.0,0,1688183487.303,76.59116666666667,58.0,5.75
188,193.301,34.24695,-118.5274,20.34662,39.98413,0.2443143,0.9631003,302.1561,0.07979237,1050.0,0.365148,5.490196,0.4542393,3.34982,38.82353,204,71.6,5.601165,4,1.153141,0.02761569,41.75674,3.126277,71.33,0,0,0,77.9,0.0,82.625,82.4,74.5098,0,-10.29768,-2.046303,2.386065,71.024,-1.24,27.048,13.652,0,16.72974,40.5,1,13.5,0,0,0,0,0,0,0,16.75584,92.3,37,0,7.264731,0.0,0.0,0,1688183488.301,76.59133333333334,58.0,5.75
189,194.302,34.24695,-118.5274,71.89429,39.98421,0.02592854,0.2725646,302.1569,0.008468188,0.0,0.027783,0.0,0.0,0.355509,0.0,204,71.6,0.469605,1,1.156158,0.0276574,41.80284,3.236495,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-1.377295,0.0,71.024,-0.06,27.048,13.652,0,16.72974,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183489.302,76.5915,58.0,5.75
190,195.302,34.24695,-118.5274,71.89429,39.98421,0.02592854,0.2725646,302.1569,0.008468188,0.0,0.027783,0.0,0.0,0.355509,0.0,204,71.6,0.469605,1,1.156158,0.0276574,41.80284,3.236495,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-1.377295,0.0,71.024,-0.06,27.048,13.652,0,16.72974,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183490.302,76.59166666666667,58.0,5.75
191,196.303,34.24695,-118.5274,71.89429,39.98421,0.02592854,0.2725646,302.1569,0.008468188,0.0,0.027783,0.0,0.0,0.355509,0.0,204,71.6,0.469605,1,1.156158,0.0276574,41.80284,3.236495,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-1.377295,0.0,71.024,-0.06,27.048,13.652,0,16.72974,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183491.303,76.59183333333334,58.0,5.75
192,197.292,34.24695,-118.5274,71.89429,39.98421,0.02592854,0.2725646,302.1569,0.008468188,0.0,0.027783,0.0,0.0,0.355509,0.0,204,71.6,0.469605,1,1.156158,0.0276574,41.80284,3.236495,71.33,0,0,0,77.9,0.0,82.625,84.2,74.5098,0,0.0,-1.377295,0.0,71.024,-0.06,27.048,13.652,0,16.72974,40.0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,37,0,7.132645,0.0,0.0,0,1688183492.292,76.592,58.0,5.75
