Datetime,Timestamp,Time (sec),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Outside Temp,Humidity,Wind Speed,Pressure,Feels_like,Clouds
2023-06-20 13:48:00-07:00,1687294116.726,33.726,16.089,38.52,0.51,0.961,80.897,0.166,1291.723,0.861,27.91,0.978,6.986,57.647,11.0,86.0,10.732,2.0,0.028,0.003,7.332,0.441,85.994,14.638,3904.234,3884.702,108.548,1322.846,93.875,91.4,65.882,-7.527,0.802,10.373,85.424,3.266,27.122,14.452,1.3,14.5,0.0,1.0,14.3,28.411,92.3,43.0,11.584,25.974,54.777,81.85,42.0,12.66,1010.0,81.56,0.0
2023-06-20 13:49:00-07:00,1687294170.319,87.319,58.709,38.509,0.61,0.694,90.609,0.199,1254.508,0.963,23.627,1.054,8.371,48.556,48.8,84.71,10.075,1.883,0.15,0.007,19.009,1.282,85.222,29.833,5424.0,6091.967,103.948,1570.092,93.875,93.11,63.32,-6.604,0.204,19.91,84.32,0.246,27.059,14.467,2.322,15.557,14.183,1.0,14.3,24.587,92.3,43.0,11.624,34.222,59.373,81.7,42.0,12.66,1012.062,81.435,0.0
2023-06-20 13:50:00-07:00,1687294230.111,147.111,15.415,38.492,0.286,0.877,90.757,0.094,643.905,0.368,12.178,0.475,3.927,29.547,109.018,84.2,4.164,1.727,0.361,0.015,24.245,2.367,84.766,31.0,5421.055,5598.582,96.473,429.968,93.875,95.785,60.392,-4.683,-0.691,3.427,83.696,0.273,27.06,14.493,2.068,15.312,38.7,1.0,14.3,15.151,92.3,44.145,11.624,8.021,16.592,81.494,42.742,12.66,1014.606,81.342,0.0
2023-06-20 13:51:00-07:00,1687294296.112,213.112,43.78,38.481,0.15,0.28,90.803,0.049,422.45,0.22,8.096,0.261,2.061,18.928,176.8,84.2,1.608,1.4,0.401,0.017,23.127,3.497,86.492,19.733,4684.956,4640.467,93.2,436.211,93.875,98.08,59.059,-3.565,0.167,4.631,83.696,2.22,27.052,14.476,1.626,14.775,39.456,1.0,14.3,9.372,92.3,44.0,11.582,7.303,39.73,81.494,43.959,12.66,1014.02,81.469,0.0
2023-06-20 13:52:00-07:00,1687294350.322,267.322,9.292,38.475,0.276,0.309,90.845,0.09,443.733,0.391,11.235,0.469,3.785,23.797,236.133,84.2,6.064,1.75,0.454,0.019,23.347,4.401,86.45,18.0,4545.2,4566.067,91.138,611.846,93.875,100.01,51.948,-1.687,0.448,6.654,83.696,0.14,27.055,14.483,1.615,14.716,40.25,1.0,14.3,13.187,92.3,44.0,11.624,14.124,21.542,81.525,44.0,12.66,1014.0,81.505,0.0
2023-06-20 13:53:00-07:00,1687294410.245,327.245,31.514,38.456,0.301,0.361,90.981,0.098,707.341,0.45,12.211,0.574,4.133,27.194,289.0,84.2,7.205,1.552,0.636,0.026,24.041,5.396,86.048,18.0,4680.034,4628.328,89.313,974.659,93.875,101.176,40.392,-4.484,-0.493,9.544,83.696,0.08,27.087,14.47,1.599,15.722,40.897,1.0,14.3,13.536,92.3,43.466,11.624,21.744,39.473,81.486,44.0,12.66,1014.0,81.466,0.0
2023-06-20 13:54:00-07:00,1687294468.82,385.82,154.812,38.424,0.708,1.247,91.129,0.231,987.518,1.046,22.449,1.23,9.713,51.882,356.0,84.2,5.262,1.491,0.777,0.034,22.944,6.377,86.45,18.0,4565.263,4573.053,89.695,762.754,93.875,103.432,41.176,-2.74,0.421,10.605,83.868,4.245,27.492,14.481,1.547,15.537,42.544,1.0,14.3,25.84,92.3,43.439,11.624,10.74,34.462,81.533,43.873,12.66,1014.127,81.493,0.0
2023-06-20 13:55:00-07:00,1687294538.138,455.138,0.0,38.416,0.019,0.0,91.196,0.006,0.0,0.028,0.0,0.0,0.261,0.0,422.0,84.2,0.0,1.0,0.87,0.037,23.27,7.534,85.677,18.0,4304.909,4299.477,87.79,0.0,93.875,107.395,41.961,-0.145,-0.0,0.0,84.272,0.125,27.067,14.495,1.473,14.931,38.5,1.0,14.3,0.0,92.3,42.0,11.624,0.0,0.0,81.827,43.176,12.66,1014.824,81.675,0.0
2023-06-20 13:56:00-07:00,1687294589.514,506.514,7.102,38.386,0.497,0.518,91.28,0.162,1114.573,0.742,24.114,1.057,6.818,49.904,472.727,84.2,9.3,1.818,0.893,0.042,21.512,8.387,85.19,18.0,4237.055,4233.491,86.728,1167.623,93.875,105.571,40.357,-5.055,0.076,1.779,84.272,1.001,27.057,14.456,1.477,15.538,39.427,1.0,14.3,24.287,92.3,40.964,11.624,27.116,59.066,81.922,43.011,12.66,1014.967,81.743,0.0
2023-06-20 13:57:00-07:00,1687294650.325,567.325,20.736,38.293,1.595,1.848,91.586,0.521,2239.558,2.395,44.797,3.016,21.863,82.634,532.8,84.86,25.765,2.0,1.061,0.057,18.593,9.402,85.589,18.0,4119.917,4112.233,85.43,1854.65,93.875,104.96,42.196,-2.369,0.956,25.451,85.002,-0.235,27.057,14.459,1.387,16.387,51.133,1.0,14.3,46.583,92.3,40.633,11.558,34.752,76.268,82.039,43.632,12.66,1013.055,81.929,0.0
