Datetime,Timestamp,Time (sec),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Outside Temp,Humidity,Wind Speed,Pressure,Feels_like,Clouds
2023-06-20 13:40:00-07:00,1687294146.778,63.778,39.988,38.514,0.566,0.811,86.343,0.185,1270.855,0.918,25.509,1.021,7.763,52.549,32.196,85.277,10.363,1.935,0.097,0.005,13.88,0.912,85.561,23.159,4756.439,5122.421,105.968,1461.488,93.875,92.359,64.446,-7.009,0.467,15.721,84.805,1.572,27.086,14.46,1.873,15.093,7.953,1.0,14.3,26.267,92.3,43.0,11.606,30.599,57.354,81.766,42.0,12.66,1011.157,81.49,0.0
2023-06-20 13:50:00-07:00,1687294507.135,424.135,58.442,38.386,0.491,0.626,91.296,0.16,911.277,0.79,17.462,0.982,6.736,36.584,388.475,84.089,8.582,1.616,0.925,0.042,22.357,7.009,85.421,19.437,4409.051,4418.339,88.686,902.712,93.875,102.223,47.599,-3.352,-0.07,11.963,83.833,0.721,27.105,14.47,1.502,15.844,43.453,1.0,14.293,18.537,92.3,42.402,11.611,17.648,37.106,81.677,43.653,12.66,1012.771,81.602,0.0
2023-06-20 14:00:00-07:00,1687294911.266,828.266,187.643,38.199,0.629,0.601,92.617,0.205,845.783,0.913,15.568,1.093,8.622,31.279,786.339,82.4,4.664,1.468,2.631,0.11,23.922,13.698,82.621,18.0,3199.555,3469.541,81.459,895.976,93.875,104.76,56.499,-1.317,-0.247,16.199,81.844,0.861,27.063,14.401,1.067,17.097,54.167,1.0,14.218,16.709,92.3,41.826,9.433,17.325,26.498,81.577,43.109,12.66,1003.602,81.452,0.0
2023-06-20 14:30:00-07:00,1687297013.225,80.721,184.554,37.869,0.391,0.334,93.058,0.128,428.79,0.514,7.883,0.549,5.36,14.943,382.248,80.6,1.202,1.271,0.165,0.004,137.654,1.235,83.225,18.0,3750.394,3811.06,83.519,543.689,126.933,112.562,62.97,-0.58,0.103,8.581,80.784,-2.504,27.22,14.446,1.238,16.311,49.578,1.0,14.286,12.549,95.0,47.06,11.587,10.948,19.759,81.425,42.0,12.66,1003.0,81.205,0.0
2023-06-20 14:40:00-07:00,1687297320.003,168.003,301.618,37.877,0.512,0.429,95.404,0.167,746.867,0.759,16.489,0.884,7.027,34.948,129.561,81.406,6.801,1.766,1.166,0.03,39.526,2.721,84.212,18.0,3903.506,3969.715,83.099,715.495,119.75,111.102,61.815,-2.232,-0.379,20.802,81.553,0.203,27.132,14.432,1.246,16.578,59.588,1.0,14.282,18.866,95.0,43.197,9.706,16.663,32.04,81.586,42.0,12.66,1002.247,81.335,0.0
2023-06-20 14:50:00-07:00,1687298224.473,179.473,281.502,37.643,0.974,0.687,97.125,0.318,1342.441,1.44,25.236,1.798,13.352,51.152,315.546,82.332,12.873,1.699,1.339,0.056,30.298,2.961,83.021,13.0,2931.54,2994.321,82.854,1341.685,127.625,111.132,63.036,-1.746,0.004,25.948,82.154,0.007,27.06,14.405,0.912,16.604,64.999,1.0,14.223,29.13,92.3,44.422,11.552,25.698,52.344,80.873,43.0,11.05,1002.068,80.854,2.159
2023-06-20 15:00:00-07:00,1687298700.469,655.469,243.016,37.374,1.253,0.683,99.76,0.409,1751.808,1.854,28.41,2.236,17.184,56.311,785.559,81.509,12.632,1.846,5.027,0.191,26.087,10.896,82.536,9.1,2493.426,2506.314,81.017,1693.149,127.625,110.574,67.252,-2.54,0.159,38.077,81.663,0.074,27.099,14.373,0.718,16.356,67.446,1.0,14.201,32.54,92.3,46.301,11.503,27.725,55.817,80.491,42.663,4.986,1005.803,80.469,6.893
2023-06-20 15:10:00-07:00,1687299300.012,1255.012,53.211,37.313,2.024,0.604,104.872,0.661,2831.401,3.019,42.916,3.794,27.752,84.355,1373.757,81.941,19.21,2.023,14.448,0.452,32.043,20.886,82.801,9.0,2191.632,2191.193,78.797,2828.455,127.625,97.772,60.98,-1.983,-0.008,66.425,82.089,-0.077,27.061,14.317,0.568,15.592,70.5,1.0,14.194,48.897,92.3,40.418,11.184,42.839,84.185,79.471,43.131,5.207,1014.537,79.261,9.0
2023-06-20 15:20:00-07:00,1687299899.969,1854.969,321.302,36.77,1.311,0.494,111.705,0.428,1825.332,1.942,27.117,2.338,17.971,57.692,1966.647,78.659,12.244,1.925,24.373,0.8,30.43,30.888,79.614,9.0,2050.255,2057.987,77.914,1817.256,127.625,104.132,67.295,-2.022,-0.116,42.738,78.783,-0.188,27.062,14.102,0.559,16.577,65.744,1.0,13.969,31.172,92.3,41.375,11.118,26.264,55.218,75.568,23.525,8.962,1014.763,73.932,9.92
2023-06-20 15:30:00-07:00,1687300500.162,2455.162,306.666,36.913,1.086,0.446,114.213,0.355,1648.011,1.617,28.151,2.083,14.892,62.635,2557.516,78.92,12.08,1.891,29.915,0.928,32.207,40.891,79.94,9.0,2012.604,2016.598,77.402,1645.186,127.625,104.748,62.152,-1.788,0.137,43.284,79.175,0.147,27.061,14.237,0.556,15.294,68.917,1.0,14.068,32.292,92.3,42.255,10.708,27.961,64.356,75.408,26.114,9.856,1014.178,73.878,1.467
