Time (sec),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp,Humidity,Wind Speed,Pressure,Feels_like,Clouds
10.851,0.0,39.64315,0.01929219,0.0,369.3965,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,155,75.2,0.0,1,0.0,3.76439e-06,0.0,0.1444353,75.74,0,0,0,76.1,0.0,75.875,78.8,71.76471,0,-0.4351132,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.82983,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.245462,0.0,0.0,0,1688971463.851,70.99666666666667,53.0,3.3866666666666667,1012.0,70.28,0.0
11.862,0.0,39.64315,0.01929219,0.0,369.3965,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,155,75.2,0.0,1,0.0,3.76439e-06,0.0,0.1444353,75.74,0,0,0,76.1,0.0,75.875,78.8,71.76471,0,-0.4351132,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.82983,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.245462,0.0,0.0,0,1688971464.862,70.99933333333333,53.0,3.3873333333333333,1012.0,70.283,0.0
12.863,0.0,39.64315,0.01929219,0.0,369.3965,0.006300778,0.0,0.027783,0.0,0.0,0.2645174,0.0,155,75.2,0.0,1,0.0,3.76439e-06,0.0,0.1444353,75.74,0,0,0,76.1,0.0,75.875,78.8,71.76471,0,-0.4351132,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.82983,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.245462,0.0,0.0,0,1688971465.863,71.002,53.0,3.388,1012.0,70.286,0.0
18.864,0.0,39.64306,0.01932856,0.0,369.3972,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,4.440842e-05,0.0,0.2376891,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.06,27.048,13.652,0.0,16.77979,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971471.864,71.00466666666667,53.0,3.3886666666666665,1012.0,70.289,0.0
19.865,0.0,39.643,0.01932856,0.0,369.3979,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,7.429226e-05,0.0,0.3273146,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.0,27.048,13.652,0.0,16.72974,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971472.865,71.00733333333334,53.0,3.389333333333333,1012.0,70.292,0.0
20.866,0.0,39.643,0.01932856,0.0,369.3979,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,7.429226e-05,0.0,0.3273146,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.0,27.048,13.652,0.0,16.72974,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971473.866,71.00999999999999,53.0,3.39,1012.0,70.295,0.0
21.863,0.0,39.643,0.01932856,0.0,369.3979,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,7.429226e-05,0.0,0.3273146,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.0,27.048,13.652,0.0,16.72974,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971474.863,71.01266666666666,53.0,3.3906666666666667,1012.0,70.298,0.0
22.865,0.0,39.643,0.01932856,0.0,369.3979,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,7.429226e-05,0.0,0.3273146,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.0,27.048,13.652,0.0,16.72974,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971475.865,71.01533333333333,53.0,3.3913333333333333,1012.0,70.301,0.0
23.868,0.0,39.643,0.01932856,0.0,369.3979,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,7.429226e-05,0.0,0.3273146,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.0,27.048,13.652,0.0,16.72974,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971476.868,71.018,53.0,3.392,1012.0,70.304,0.0
24.863,0.0,39.643,0.01932856,0.0,369.3979,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,7.429226e-05,0.0,0.3273146,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.0,27.048,13.652,0.0,16.72974,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971477.863,71.02066666666667,53.0,3.3926666666666665,1012.0,70.307,0.0
25.86,0.0,39.64294,0.01932856,0.0,369.3984,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001033828,0.0,0.4236024,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.12,27.048,13.652,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971478.86,71.02333333333333,53.0,3.393333333333333,1012.0,70.31,0.0
26.861,0.0,39.64294,0.01932856,0.0,369.3984,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001033828,0.0,0.4236024,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.12,27.048,13.652,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971479.861,71.026,53.0,3.394,1012.0,70.313,0.0
27.863,0.0,39.64294,0.01932856,0.0,369.3984,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001033828,0.0,0.4236024,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.12,27.048,13.652,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971480.863,71.02866666666667,53.0,3.3946666666666667,1012.0,70.316,0.0
28.853,0.0,39.64294,0.01932856,0.0,369.3984,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001033828,0.0,0.4236024,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.12,27.048,13.652,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971481.853,71.03133333333334,53.0,3.3953333333333333,1012.0,70.319,0.0
29.863,0.0,39.64294,0.01932856,0.0,369.3984,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001033828,0.0,0.4236024,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.12,27.048,13.652,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971482.863,71.03399999999999,53.0,3.396,1012.0,70.322,0.0
30.865,0.0,39.64294,0.01932856,0.0,369.3984,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001033828,0.0,0.4236024,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.12,27.048,13.652,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971483.865,71.03666666666666,53.0,3.3966666666666665,1012.0,70.325,0.0
31.864,0.0,39.64288,0.01932856,0.0,369.399,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001342896,0.0,0.5241704,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.07,27.048,13.632,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971484.864,71.03933333333333,53.0,3.397333333333333,1012.0,70.328,0.0
32.864,0.0,39.64288,0.01932856,0.0,369.399,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001342896,0.0,0.5241704,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.07,27.048,13.632,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971485.864,71.042,53.0,3.398,1012.0,70.331,0.0
33.863,0.0,39.64288,0.01932856,0.0,369.399,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001342896,0.0,0.5241704,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.07,27.048,13.632,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971486.863,71.04466666666666,53.0,3.3986666666666667,1012.0,70.334,0.0
34.862,0.0,39.64288,0.01932856,0.0,369.399,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001342896,0.0,0.5241704,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.07,27.048,13.632,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971487.862,71.04733333333333,53.0,3.3993333333333333,1012.0,70.337,0.0
35.864,0.0,39.64288,0.01932856,0.0,369.399,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001342896,0.0,0.5241704,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.07,27.048,13.632,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971488.864,71.05,53.0,3.4,1012.0,70.34,0.0
36.864,0.0,39.64288,0.01932856,0.0,369.399,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001342896,0.0,0.5241704,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,-0.07,27.048,13.632,0.0,16.67969,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971489.864,71.05266666666667,53.0,3.4006666666666665,1012.0,70.343,0.0
37.865,0.0,39.64281,0.01932856,0.0,369.3997,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001665841,0.0,0.6166022,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971490.865,71.05533333333334,53.0,3.401333333333333,1012.0,70.346,0.0
38.863,0.0,39.64281,0.01932856,0.0,369.3997,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001665841,0.0,0.6166022,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971491.863,71.05799999999999,53.0,3.402,1012.0,70.349,0.0
39.863,0.0,39.64281,0.01932856,0.0,369.3997,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001665841,0.0,0.6166022,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971492.863,71.06066666666666,53.0,3.4026666666666667,1012.0,70.352,0.0
40.863,0.0,39.64281,0.01932856,0.0,369.3997,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001665841,0.0,0.6166022,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971493.863,71.06333333333333,53.0,3.4033333333333333,1012.0,70.355,0.0
41.866,0.0,39.64281,0.01932856,0.0,369.3997,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001665841,0.0,0.6166022,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.03,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971494.866,71.066,53.0,3.404,1012.0,70.358,0.0
42.861,0.0,39.64275,0.01932856,0.0,369.4002,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001964991,0.0,0.7086919,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.08,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971495.861,71.06866666666666,53.0,3.4046666666666665,1012.0,70.361,0.0
43.862,0.0,39.64275,0.01932856,0.0,369.4002,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001964991,0.0,0.7086919,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.08,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971496.862,71.07133333333333,53.0,3.405333333333333,1012.0,70.364,0.0
44.862,0.0,39.64275,0.01932856,0.0,369.4002,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001964991,0.0,0.7086919,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.08,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971497.862,71.074,53.0,3.406,1012.0,70.367,0.0
45.864,0.0,39.64275,0.01932856,0.0,369.4002,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001964991,0.0,0.7086919,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.08,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971498.864,71.07666666666667,53.0,3.4066666666666667,1012.0,70.37,0.0
46.862,0.0,39.64275,0.01932856,0.0,369.4002,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001964991,0.0,0.7086919,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.08,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971499.862,71.07933333333332,53.0,3.4073333333333333,1012.0,70.373,0.0
47.864,0.0,39.64275,0.01932856,0.0,369.4002,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0001964991,0.0,0.7086919,75.74,0,0,0,76.1,0.0,75.875,80.6,71.76471,0,0.0,0.0,0.0,74.48,0.08,27.048,13.632,0.0,16.62964,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.377548,0.0,0.0,0,1688971500.864,71.082,53.0,3.408,1012.0,70.376,0.0
48.863,0.0,39.64268,0.01932856,0.0,369.4008,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0002261424,0.0,0.8004215,75.74,0,0,0,76.1,0.0,75.875,82.4,71.76471,0,0.0,0.0,2.386065,74.48,0.03,27.048,13.632,0.0,15.96924,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.113376,0.0,0.0,0,1688971501.863,71.08466666666666,53.0,3.4086666666666665,1012.0,70.379,0.0
49.866,0.0,39.64268,0.01932856,0.0,369.4008,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0002261424,0.0,0.8004215,75.74,0,0,0,76.1,0.0,75.875,82.4,71.76471,0,0.0,0.0,2.386065,74.48,0.03,27.048,13.632,0.0,15.96924,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.113376,0.0,0.0,0,1688971502.866,71.08733333333333,53.0,3.409333333333333,1012.0,70.382,0.0
50.872,0.0,39.64268,0.01932856,0.0,369.4008,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0002261424,0.0,0.8004215,75.74,0,0,0,76.1,0.0,75.875,82.4,71.76471,0,0.0,0.0,2.386065,74.48,0.03,27.048,13.632,0.0,15.96924,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.113376,0.0,0.0,0,1688971503.872,71.08999999999999,53.0,3.41,1012.0,70.385,0.0
51.864,0.0,39.64268,0.01932856,0.0,369.4008,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0002261424,0.0,0.8004215,75.74,0,0,0,76.1,0.0,75.875,82.4,71.76471,0,0.0,0.0,2.386065,74.48,0.03,27.048,13.632,0.0,15.96924,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.113376,0.0,0.0,0,1688971504.864,71.09266666666666,53.0,3.4106666666666667,1012.0,70.388,0.0
52.863,0.0,39.64268,0.01932856,0.0,369.4008,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0002261424,0.0,0.8004215,75.74,0,0,0,76.1,0.0,75.875,82.4,71.76471,0,0.0,0.0,2.386065,74.48,0.03,27.048,13.632,0.0,15.96924,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.113376,0.0,0.0,0,1688971505.863,71.09533333333333,53.0,3.4113333333333333,1012.0,70.391,0.0
53.865,0.0,39.64268,0.01932856,0.0,369.4008,0.006312655,0.0,0.027783,0.0,0.0,0.265016,0.0,155,75.2,0.0,1,0.0,0.0002261424,0.0,0.8004215,75.74,0,0,0,76.1,0.0,75.875,82.4,71.76471,0,0.0,0.0,2.386065,74.48,0.03,27.048,13.632,0.0,15.96924,0,1,13.5,0,0,0,0,0,0,0,0.0,92.3,40,0,2.113376,0.0,0.0,0,1688971506.865,71.098,53.0,3.412,1012.0,70.394,0.0
