Unnamed: 0,Time (sec),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp,Humidity,Wind Speed,Pressure,Feels_like,Clouds
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166060.0,97.38,37.0,3.0,1009.0,101.73,32.0
1,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166060.178,97.37866666666666,37.0,3.0,1009.0,101.728,32.0
2,1.169,0.0,39.80355,0.0,0.0,0.0,0.0,0.0,0.030429,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166061.169,97.37733333333333,37.0,3.0,1009.0,101.726,32.0
3,2.172,0.0,39.80355,0.0,0.0,0.0,0.0,0.0,0.030429,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166062.172,97.376,37.0,3.0,1009.0,101.724,32.0
4,3.178,0.0,39.80355,0.0,0.0,0.0,0.0,0.0,0.030429,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166063.178,97.37466666666666,37.0,3.0,1009.0,101.722,32.0
5,4.18,0.0,39.80355,0.0,0.0,0.0,0.0,0.0,0.030429,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166064.18,97.37333333333332,37.0,3.0,1009.0,101.72,32.0
6,5.179,0.0,39.80355,0.0,0.0,0.0,0.0,0.0,0.030429,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166065.179,97.372,37.0,3.0,1009.0,101.718,32.0
7,6.188,0.0,39.80355,0.0,0.0,0.0,0.0,0.0,0.030429,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688166066.188,97.37066666666666,37.0,3.0,1009.0,101.716,32.0
8,7.169,0.0,39.80354,0.02168271,0.0,304.5338,0.007081514,0.0,0.030429,0.0,0.0,0.2972941,0.0,0,95.0,0.0,1,0.0,4.433598e-06,0.0,0.106934,105.35,0,0,0,101.3,0.0,144.5,145.4,56.86274,0,-0.4351132,0.0,1.59071,94.64,0.9,27.048,14.433,0,15.79956,38.5,1,14.2,0,0,0,0,0,0,0,0.0,92.3,53,0,8.057247,0.0,0.0,0,1688166067.169,97.36933333333332,37.0,3.0,1009.0,101.714,32.0
9,8.183,0.0,39.80354,0.02168271,0.0,304.5338,0.007081514,0.0,0.030429,0.0,0.0,0.2972941,0.0,0,95.0,0.0,1,0.0,4.433598e-06,0.0,0.106934,105.35,0,0,0,101.3,0.0,144.5,145.4,56.86274,0,-0.4351132,0.0,1.59071,94.64,0.9,27.048,14.433,0,15.79956,38.5,1,14.2,0,0,0,0,0,0,0,0.0,92.3,53,0,8.057247,0.0,0.0,0,1688166068.183,97.368,37.0,3.0,1009.0,101.712,32.0
