Unnamed: 0,Time (sec),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp,Humidity,Wind Speed,Pressure,Feels_like,Clouds
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069710.0,79.92,50.0,6.91,1000.0,79.92,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069710.0,79.92016666666667,50.016666666666666,6.91,999.9833333333332,79.92016666666667,0.0
2,1.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069711.011,79.92033333333333,50.03333333333333,6.91,999.9666666666668,79.92033333333333,0.0
3,1.969,21.6659,39.38365,0.0,0.904455,0.0,0.0,0.0,1.684179,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069711.969,79.9205,50.05,6.91,999.95,79.9205,0.0
4,2.904,21.6659,39.38365,0.0,0.904455,0.0,0.0,0.0,1.684179,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069712.904,79.92066666666666,50.06666666666667,6.91,999.9333333333332,79.92066666666666,0.0
5,3.855,21.6659,39.38365,0.0,0.904455,0.0,0.0,0.0,1.684179,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069713.855,79.92083333333333,50.083333333333336,6.91,999.9166666666666,79.92083333333333,0.0
6,4.807,21.6659,39.38365,0.0,0.904455,0.0,0.0,0.0,1.684179,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069714.807,79.921,50.1,6.91,999.9,79.921,0.0
7,5.76,21.6659,39.38365,0.0,0.904455,0.0,0.0,0.0,1.684179,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069715.76,79.92116666666666,50.11666666666667,6.91,999.8833333333332,79.92116666666666,0.0
8,6.715,21.6659,39.38365,0.0,0.904455,0.0,0.0,0.0,1.684179,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069716.715,79.92133333333334,50.13333333333333,6.91,999.8666666666668,79.92133333333334,0.0
9,7.658,21.6659,39.38365,0.0,0.904455,0.0,0.0,0.0,1.684179,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688069717.658,79.92150000000001,50.15,6.91,999.85,79.92150000000001,0.0
10,8.608,22.62644,39.38371,1.153411,0.8660591,252.633,0.3767009,1622.5,1.723869,44.31372,2.432416,15.81455,92.94118,147,80.6,0.0,2,0.008443766,0.0001947676,43.35302,0.1363024,80.78,0,0,0,91.4,1219.5,124.25,104.0,69.01961,0,-1.740453,1.173642,31.81421,80.24,-0.07,27.097,13.574,0.0,16.0498,74.0,1,13.5,0,0,0,0,0,0,0,51.19248,92.3,42,0,10.4348,42.7451,81.17647,0,1688069718.608,79.92166666666667,50.166666666666664,6.91,999.8333333333334,79.92166666666667,0.0
11,9.56,22.62644,39.38371,1.153411,0.8660591,252.633,0.3767009,1622.5,1.723869,44.31372,2.432416,15.81455,92.94118,147,80.6,0.0,2,0.008443766,0.0001947676,43.35302,0.1363024,80.78,0,0,0,91.4,1219.5,124.25,104.0,69.01961,0,-1.740453,1.173642,31.81421,80.24,-0.07,27.097,13.574,0.0,16.0498,74.0,1,13.5,0,0,0,0,0,0,0,51.19248,92.3,42,0,10.4348,42.7451,81.17647,0,1688069719.56,79.92183333333334,50.18333333333333,6.91,999.8166666666668,79.92183333333334,0.0
