Time (sec),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp,Humidity,Wind Speed,Pressure,Feels_like,Clouds
8.98,0.0,39.68576,0.01875103,0.0,259.3556,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.0,3.329957e-06,0.0,0.1477862,74.48,13,2071,2076,76.1,0.0,124.25,113.0,52.94118,0,-0.1450377,-5.463696e-15,6.362841,72.176,-14.26,27.097,14.394,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,43,0,10.83105,0.0,0.0,0,1688071741.98,73.00166666666667,67.83333333333333,11.5,1007.0,73.19333333333333,0.0
9.987,0.0,39.68576,0.01875103,0.0,259.3556,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.0,3.329957e-06,0.0,0.1477862,74.48,13,2071,2076,76.1,0.0,124.25,113.0,52.94118,0,-0.1450377,-5.463696e-15,6.362841,72.176,-14.26,27.097,14.394,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,43,0,10.83105,0.0,0.0,0,1688071742.987,72.99983333333333,67.81666666666666,11.5,1007.0,73.19066666666667,0.0
11.011,0.0,39.68576,0.01875103,0.0,259.3556,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.0,3.329957e-06,0.0,0.1477862,74.48,13,2071,2076,76.1,0.0,124.25,113.0,52.94118,0,-0.1450377,-5.463696e-15,6.362841,72.176,-14.26,27.097,14.394,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,43,0,10.83105,0.0,0.0,0,1688071744.011,72.99799999999999,67.8,11.5,1007.0,73.188,0.0
12.017,0.0,39.68576,0.01875103,0.0,259.3556,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.0,3.329957e-06,0.0,0.1477862,74.48,13,2071,2076,76.1,0.0,124.25,113.0,52.94118,0,-0.1450377,-5.463696e-15,6.362841,72.176,-14.26,27.097,14.394,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,43,0,10.83105,0.0,0.0,0,1688071745.017,72.99616666666667,67.78333333333333,11.5,1007.0,73.18533333333333,0.0
13.025,0.0,39.68576,0.01875103,0.0,259.3556,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.0,3.329957e-06,0.0,0.1477862,74.48,13,2071,2076,76.1,0.0,124.25,113.0,52.94118,0,-0.1450377,-5.463696e-15,6.362841,72.176,-14.26,27.097,14.394,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,43,0,10.83105,0.0,0.0,0,1688071746.025,72.99433333333333,67.76666666666667,11.5,1007.0,73.18266666666666,0.0
14.032,0.0,39.68576,0.01875103,0.0,259.3556,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.0,3.329957e-06,0.0,0.1477862,74.48,13,2071,2076,76.1,0.0,124.25,113.0,52.94118,0,-0.1450377,-5.463696e-15,6.362841,72.176,-14.26,27.097,14.394,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,43,0,10.83105,0.0,0.0,0,1688071747.032,72.99249999999999,67.75,11.5,1007.0,73.18,0.0
15.017,0.0,39.68576,0.01875103,0.0,259.3556,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.0,3.329957e-06,0.0,0.1477862,74.48,13,2071,2076,76.1,0.0,124.25,113.0,52.94118,0,-0.1450377,-5.463696e-15,6.362841,72.176,-14.26,27.097,14.394,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,43,0,10.83105,0.0,0.0,0,1688071748.017,72.99066666666667,67.73333333333333,11.5,1007.0,73.17733333333334,0.0
16.015,265.1038,39.6865,0.01875103,0.0739176,259.3564,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01153445,4.677805e-05,246.5783,0.2598498,74.48,13,2087,2080,76.1,0.0,124.25,113.0,52.94118,0,0.0,0.4363993,3.976776,72.176,30.16,27.146,14.375,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,42,0,9.113935,0.0,0.0,0,1688071749.015,72.98883333333333,67.71666666666667,11.5,1007.0,73.17466666666667,0.0
17.024,265.1038,39.6865,0.01875103,0.0739176,259.3564,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01153445,4.677805e-05,246.5783,0.2598498,74.48,13,2087,2080,76.1,0.0,124.25,113.0,52.94118,0,0.0,0.4363993,3.976776,72.176,30.16,27.146,14.375,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,42,0,9.113935,0.0,0.0,0,1688071750.024,72.987,67.7,11.5,1007.0,73.172,0.0
18.012,265.1038,39.6865,0.01875103,0.0739176,259.3564,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01153445,4.677805e-05,246.5783,0.2598498,74.48,13,2087,2080,76.1,0.0,124.25,113.0,52.94118,0,0.0,0.4363993,3.976776,72.176,30.16,27.146,14.375,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,42,0,9.113935,0.0,0.0,0,1688071751.012,72.98516666666666,67.68333333333334,11.5,1007.0,73.16933333333333,0.0
19.017,265.1038,39.6865,0.01875103,0.0739176,259.3564,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01153445,4.677805e-05,246.5783,0.2598498,74.48,13,2087,2080,76.1,0.0,124.25,113.0,52.94118,0,0.0,0.4363993,3.976776,72.176,30.16,27.146,14.375,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,42,0,9.113935,0.0,0.0,0,1688071752.017,72.98333333333333,67.66666666666667,11.5,1007.0,73.16666666666667,0.0
20.014,265.1038,39.6865,0.01875103,0.0739176,259.3564,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01153445,4.677805e-05,246.5783,0.2598498,74.48,13,2087,2080,76.1,0.0,124.25,113.0,52.94118,0,0.0,0.4363993,3.976776,72.176,30.16,27.146,14.375,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,42,0,9.113935,0.0,0.0,0,1688071753.014,72.9815,67.65,11.5,1007.0,73.164,0.0
21.012,265.1038,39.6865,0.01875103,0.0739176,259.3564,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01153445,4.677805e-05,246.5783,0.2598498,74.48,13,2087,2080,76.1,0.0,124.25,113.0,52.94118,0,0.0,0.4363993,3.976776,72.176,30.16,27.146,14.375,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,42,0,9.113935,0.0,0.0,0,1688071754.012,72.97966666666666,67.63333333333334,11.5,1007.0,73.16133333333333,0.0
22.014,265.1038,39.6865,0.01875103,0.0739176,259.3564,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01153445,4.677805e-05,246.5783,0.2598498,74.48,13,2087,2080,76.1,0.0,124.25,113.0,52.94118,0,0.0,0.4363993,3.976776,72.176,30.16,27.146,14.375,0.55,14.67896,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,42,0,9.113935,0.0,0.0,0,1688071755.014,72.97783333333334,67.61666666666666,11.5,1007.0,73.15866666666666,0.0
23.002,99.41391,39.68666,0.01875103,0.1971136,259.3571,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01505457,8.282697e-05,181.7593,0.3685634,74.48,13,2088,2118,75.65,0.0,124.25,113.0,52.94118,0,0.0,0.1012526,1.59071,72.176,-0.2,27.146,14.375,0.6,14.65942,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,40,0,10.96314,0.0,0.0,0,1688071756.002,72.976,67.6,11.5,1007.0,73.156,0.0
24.013,99.41391,39.68666,0.01875103,0.1971136,259.3571,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01505457,8.282697e-05,181.7593,0.3685634,74.48,13,2088,2118,75.65,0.0,124.25,113.0,52.94118,0,0.0,0.1012526,1.59071,72.176,-0.2,27.146,14.375,0.6,14.65942,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,40,0,10.96314,0.0,0.0,0,1688071757.013,72.97416666666666,67.58333333333333,11.5,1007.0,73.15333333333334,0.0
25.018,99.41391,39.68666,0.01875103,0.1971136,259.3571,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01505457,8.282697e-05,181.7593,0.3685634,74.48,13,2088,2118,75.65,0.0,124.25,113.0,52.94118,0,0.0,0.1012526,1.59071,72.176,-0.2,27.146,14.375,0.6,14.65942,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,40,0,10.96314,0.0,0.0,0,1688071758.018,72.97233333333332,67.56666666666666,11.5,1007.0,73.15066666666667,0.0
26.034,99.41391,39.68666,0.01875103,0.1971136,259.3571,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01505457,8.282697e-05,181.7593,0.3685634,74.48,13,2088,2118,75.65,0.0,124.25,113.0,52.94118,0,0.0,0.1012526,1.59071,72.176,-0.2,27.146,14.375,0.6,14.65942,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,40,0,10.96314,0.0,0.0,0,1688071759.034,72.9705,67.55,11.5,1007.0,73.148,0.0
27.025,99.41391,39.68666,0.01875103,0.1971136,259.3571,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01505457,8.282697e-05,181.7593,0.3685634,74.48,13,2088,2118,75.65,0.0,124.25,113.0,52.94118,0,0.0,0.1012526,1.59071,72.176,-0.2,27.146,14.375,0.6,14.65942,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,40,0,10.96314,0.0,0.0,0,1688071760.025,72.96866666666666,67.53333333333333,11.5,1007.0,73.14533333333334,0.0
28.029,99.41391,39.68666,0.01875103,0.1971136,259.3571,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01505457,8.282697e-05,181.7593,0.3685634,74.48,13,2088,2118,75.65,0.0,124.25,113.0,52.94118,0,0.0,0.1012526,1.59071,72.176,-0.2,27.146,14.375,0.6,14.65942,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,40,0,10.96314,0.0,0.0,0,1688071761.029,72.96683333333333,67.51666666666667,11.5,1007.0,73.14266666666667,0.0
29.02,132.5519,39.6869,0.01875103,0.1478352,259.3578,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01942895,0.0001156461,168.0036,0.4735143,74.48,13,2136,2149,75.65,2535.0,124.25,104.0,52.94118,0,0.0,-0.2632275,11.93033,72.176,1.23,27.048,14.335,0.6,14.729,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,37,0,8.717677,56.07843,96.86275,0,1688071762.02,72.965,67.5,11.5,1007.0,73.14,0.0
30.028,132.5519,39.6869,0.01875103,0.1478352,259.3578,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01942895,0.0001156461,168.0036,0.4735143,74.48,13,2136,2149,75.65,2535.0,124.25,104.0,52.94118,0,0.0,-0.2632275,11.93033,72.176,1.23,27.048,14.335,0.6,14.729,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,37,0,8.717677,56.07843,96.86275,0,1688071763.028,72.96316666666667,67.48333333333333,11.5,1007.0,73.13733333333333,0.0
31.023,132.5519,39.6869,0.01875103,0.1478352,259.3578,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01942895,0.0001156461,168.0036,0.4735143,74.48,13,2136,2149,75.65,2535.0,124.25,104.0,52.94118,0,0.0,-0.2632275,11.93033,72.176,1.23,27.048,14.335,0.6,14.729,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,37,0,8.717677,56.07843,96.86275,0,1688071764.023,72.96133333333333,67.46666666666667,11.5,1007.0,73.13466666666666,0.0
32.02,132.5519,39.6869,0.01875103,0.1478352,259.3578,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01942895,0.0001156461,168.0036,0.4735143,74.48,13,2136,2149,75.65,2535.0,124.25,104.0,52.94118,0,0.0,-0.2632275,11.93033,72.176,1.23,27.048,14.335,0.6,14.729,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,37,0,8.717677,56.07843,96.86275,0,1688071765.02,72.95949999999999,67.45,11.5,1007.0,73.132,0.0
33.023,132.5519,39.6869,0.01875103,0.1478352,259.3578,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01942895,0.0001156461,168.0036,0.4735143,74.48,13,2136,2149,75.65,2535.0,124.25,104.0,52.94118,0,0.0,-0.2632275,11.93033,72.176,1.23,27.048,14.335,0.6,14.729,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,37,0,8.717677,56.07843,96.86275,0,1688071766.023,72.95766666666667,67.43333333333334,11.5,1007.0,73.12933333333334,0.0
34.019,132.5519,39.6869,0.01875103,0.1478352,259.3578,0.006124036,0.0,0.027783,0.0,0.0,0.2570975,0.0,2137,71.6,0.0,1,0.01942895,0.0001156461,168.0036,0.4735143,74.48,13,2136,2149,75.65,2535.0,124.25,104.0,52.94118,0,0.0,-0.2632275,11.93033,72.176,1.23,27.048,14.335,0.6,14.729,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,37,0,8.717677,56.07843,96.86275,0,1688071767.019,72.95583333333333,67.41666666666667,11.5,1007.0,73.12666666666667,0.0
35.019,8.205712,39.67724,2.347451,2.388072,259.4376,0.766671,2929.5,3.478167,49.41177,3.908777,32.18616,89.80392,2137,71.6,0.0,2,0.05320785,0.004189173,12.70128,0.5806243,74.48,13,2174,2196,75.65,2128.75,124.25,96.8,52.94118,0,-2.030528,2.020782,21.47459,72.176,-0.88,27.048,14.316,0.6,15.21973,39.0,1,14.2,0,0,0,0,0,0,0,57.70451,92.3,40,0,9.774365,41.96078,89.41177,0,1688071768.019,72.954,67.4,11.5,1007.0,73.124,0.0
35.979,8.205712,39.67724,2.347451,2.388072,259.4376,0.766671,2929.5,3.478167,49.41177,3.908777,32.18616,89.80392,2137,71.6,0.0,2,0.05320785,0.004189173,12.70128,0.5806243,74.48,13,2174,2196,75.65,2128.75,124.25,96.8,52.94118,0,-2.030528,2.020782,21.47459,72.176,-0.88,27.048,14.316,0.6,15.21973,39.0,1,14.2,0,0,0,0,0,0,0,57.70451,92.3,40,0,9.774365,41.96078,89.41177,0,1688071768.979,72.95216666666666,67.38333333333334,11.5,1007.0,73.12133333333334,0.0
36.975,8.205712,39.67724,2.347451,2.388072,259.4376,0.766671,2929.5,3.478167,49.41177,3.908777,32.18616,89.80392,2137,71.6,0.0,2,0.05320785,0.004189173,12.70128,0.5806243,74.48,13,2174,2196,75.65,2128.75,124.25,96.8,52.94118,0,-2.030528,2.020782,21.47459,72.176,-0.88,27.048,14.316,0.6,15.21973,39.0,1,14.2,0,0,0,0,0,0,0,57.70451,92.3,40,0,9.774365,41.96078,89.41177,0,1688071769.975,72.95033333333333,67.36666666666666,11.5,1007.0,73.11866666666667,0.0
37.975,8.205712,39.67724,2.347451,2.388072,259.4376,0.766671,2929.5,3.478167,49.41177,3.908777,32.18616,89.80392,2137,71.6,0.0,2,0.05320785,0.004189173,12.70128,0.5806243,74.48,13,2174,2196,75.65,2128.75,124.25,96.8,52.94118,0,-2.030528,2.020782,21.47459,72.176,-0.88,27.048,14.316,0.6,15.21973,39.0,1,14.2,0,0,0,0,0,0,0,57.70451,92.3,40,0,9.774365,41.96078,89.41177,0,1688071770.975,72.9485,67.35,11.5,1007.0,73.116,0.0
38.976,8.205712,39.67724,2.347451,2.388072,259.4376,0.766671,2929.5,3.478167,49.41177,3.908777,32.18616,89.80392,2137,71.6,0.0,2,0.05320785,0.004189173,12.70128,0.5806243,74.48,13,2174,2196,75.65,2128.75,124.25,96.8,52.94118,0,-2.030528,2.020782,21.47459,72.176,-0.88,27.048,14.316,0.6,15.21973,39.0,1,14.2,0,0,0,0,0,0,0,57.70451,92.3,40,0,9.774365,41.96078,89.41177,0,1688071771.976,72.94666666666666,67.33333333333333,11.5,1007.0,73.11333333333333,0.0
39.969,8.205712,39.67724,2.347451,2.388072,259.4376,0.766671,2929.5,3.478167,49.41177,3.908777,32.18616,89.80392,2137,71.6,0.0,2,0.05320785,0.004189173,12.70128,0.5806243,74.48,13,2174,2196,75.65,2128.75,124.25,96.8,52.94118,0,-2.030528,2.020782,21.47459,72.176,-0.88,27.048,14.316,0.6,15.21973,39.0,1,14.2,0,0,0,0,0,0,0,57.70451,92.3,40,0,9.774365,41.96078,89.41177,0,1688071772.969,72.94483333333334,67.31666666666666,11.5,1007.0,73.11066666666667,0.0
40.975,338.5501,39.6794,0.05322628,0.05788164,259.4395,0.01738356,0.0,0.07938,0.0,0.0,0.7297915,0.0,2137,71.6,0.4953263,1,0.08556986,0.00428461,19.97145,0.6745389,74.48,13,2180,2157,75.65,0.0,124.25,104.0,52.94118,0,-7.106849,1.807903,13.52104,72.176,0.53,27.048,14.375,0.55,14.60938,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,39,0,10.03854,0.0,0.0,0,1688071773.975,72.943,67.3,11.5,1007.0,73.108,0.0
41.976,338.5501,39.6794,0.05322628,0.05788164,259.4395,0.01738356,0.0,0.07938,0.0,0.0,0.7297915,0.0,2137,71.6,0.4953263,1,0.08556986,0.00428461,19.97145,0.6745389,74.48,13,2180,2157,75.65,0.0,124.25,104.0,52.94118,0,-7.106849,1.807903,13.52104,72.176,0.53,27.048,14.375,0.55,14.60938,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,39,0,10.03854,0.0,0.0,0,1688071774.976,72.94116666666666,67.28333333333333,11.5,1007.0,73.10533333333333,0.0
42.975,338.5501,39.6794,0.05322628,0.05788164,259.4395,0.01738356,0.0,0.07938,0.0,0.0,0.7297915,0.0,2137,71.6,0.4953263,1,0.08556986,0.00428461,19.97145,0.6745389,74.48,13,2180,2157,75.65,0.0,124.25,104.0,52.94118,0,-7.106849,1.807903,13.52104,72.176,0.53,27.048,14.375,0.55,14.60938,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,39,0,10.03854,0.0,0.0,0,1688071775.975,72.93933333333332,67.26666666666667,11.5,1007.0,73.10266666666666,0.0
43.971,338.5501,39.6794,0.05322628,0.05788164,259.4395,0.01738356,0.0,0.07938,0.0,0.0,0.7297915,0.0,2137,71.6,0.4953263,1,0.08556986,0.00428461,19.97145,0.6745389,74.48,13,2180,2157,75.65,0.0,124.25,104.0,52.94118,0,-7.106849,1.807903,13.52104,72.176,0.53,27.048,14.375,0.55,14.60938,39.0,1,14.2,0,0,0,0,0,0,0,0.0,92.3,39,0,10.03854,0.0,0.0,0,1688071776.971,72.9375,67.25,11.5,1007.0,73.10000000000001,0.0
