Unnamed: 0,Time (sec),Instant fuel economy (MPG),Total fuel economy (MPG),Fuel rate (gal/hr),Instant CO2 rate (lb/mile),Total CO2 (lbs),CO2 flow (lb/min),Engine RPM (RPM),Mass air flow rate (lb/min),Absolute load value (%),Mass air flow rate (lb/min).1,Engine Power (hp),Calculated load value (%),Time since engine start (sec),Ambient air temperature (°F),Intake manifold absolute pressure (inHg),Fuel system 1 status,Trip Distance (miles),Trip Fuel (gal),Trip Fuel Economy (MPG),Trip Duration (min),Ambient Temperature Sensor (°F),Blower Motor Speed Level,Compressor Speed (RPM),Compressor Target Speed (RPM),Room Temperature Sensor (°F),Engine Speed (RPM),Initial Intake Air Temperature (°F),Intake Air (°F),Hybrid battery pack remaining life (%),Traction Battery Pack Performance Retention Rate (%),Boost (psi),Acceleration (ft/s²),Vehicle Speed (MPH),Adjusted Ambient Temperature (°F),Motor Actual Current (A),Motor Power Supply Voltage (V),Battery Voltage (V),Aircon Consumption Power (kW),Battery Block Max Voltage (V),Cooling Fan 0 (%),Status of the Aircon Gate Status / OFF or ON,Battery Voltage (V).1,Status of the Engine Condition/ Stop or Run,Engine fuel rate (gal/hr),Driver's demand engine - percent torque (%),Actual engine - percent torque (%),Status of the Remote A/C Power Supply Request/ OFF or ON,Fuel injection timing (deg),Enhanced Hybrid/EV Charging State,Engine Torque (lb•ft),Set Temperature (Driver Side) (°F),Solar Sensor (Driver Side),Solar Ventilation Switch,Fuel Input (gal),Vehicle Load (%),Calculate Load (%),Total Weight Information (lbs),Timestamp,Outside Temp,Humidity,Wind Speed,Pressure,Feels_like,Clouds
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198224.0,65.88,74.0,4.61,1012.0,65.64,0.0
1,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198224.232,65.8785,74.0,4.61,1012.0,65.63816666666666,0.0
2,1.24,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198225.24,65.877,74.0,4.61,1012.0,65.63633333333334,0.0
3,2.24,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198226.24,65.8755,74.0,4.61,1012.0,65.6345,0.0
4,3.238,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198227.238,65.874,74.0,4.61,1012.0,65.63266666666667,0.0
5,4.242,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198228.242,65.8725,74.0,4.61,1012.0,65.63083333333333,0.0
6,5.244,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198229.244,65.871,74.0,4.61,1012.0,65.629,0.0
7,6.238,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198230.238,65.8695,74.0,4.61,1012.0,65.62716666666667,0.0
8,7.244,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198231.244,65.868,74.0,4.61,1012.0,65.62533333333333,0.0
9,8.243,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198232.243,65.8665,74.0,4.61,1012.0,65.6235,0.0
10,9.243,0.0,39.97154,0.0,0.0,0.0,0.0,0.0,0.685314,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1688198233.243,65.865,74.0,4.61,1012.0,65.62166666666667,0.0
11,10.241,0.0,39.97065,0.4652165,0.0,302.416,0.1519384,1282.0,0.691929,22.35294,0.8736119,6.378634,52.15686,29,89.6,0.0,2,0.0,0.000342615,0.0,0.1631401,90.86,31,5981,6000,108.5,1316.25,96.125,95.0,74.5098,0,-8.702264,-9.330131e-05,0.0,90.032,28.87,31.164,14.394,2.25,15.0,39.0,1,14.2,0,0,0,0,0,0,0,26.13207,92.3,44,0,8.057247,21.56863,50.58823,0,1688198234.241,65.8635,74.0,4.61,1012.0,65.61983333333333,0.0
12,11.243,0.0,39.97065,0.4652165,0.0,302.416,0.1519384,1282.0,0.691929,22.35294,0.8736119,6.378634,52.15686,29,89.6,0.0,2,0.0,0.000342615,0.0,0.1631401,90.86,31,5981,6000,108.5,1316.25,96.125,95.0,74.5098,0,-8.702264,-9.330131e-05,0.0,90.032,28.87,31.164,14.394,2.25,15.0,39.0,1,14.2,0,0,0,0,0,0,0,26.13207,92.3,44,0,8.057247,21.56863,50.58823,0,1688198235.243,65.862,74.0,4.61,1012.0,65.618,0.0
13,12.245,0.0,39.97065,0.4652165,0.0,302.416,0.1519384,1282.0,0.691929,22.35294,0.8736119,6.378634,52.15686,29,89.6,0.0,2,0.0,0.000342615,0.0,0.1631401,90.86,31,5981,6000,108.5,1316.25,96.125,95.0,74.5098,0,-8.702264,-9.330131e-05,0.0,90.032,28.87,31.164,14.394,2.25,15.0,39.0,1,14.2,0,0,0,0,0,0,0,26.13207,92.3,44,0,8.057247,21.56863,50.58823,0,1688198236.245,65.8605,74.0,4.61,1012.0,65.61616666666667,0.0
14,13.242,0.0,39.97065,0.4652165,0.0,302.416,0.1519384,1282.0,0.691929,22.35294,0.8736119,6.378634,52.15686,29,89.6,0.0,2,0.0,0.000342615,0.0,0.1631401,90.86,31,5981,6000,108.5,1316.25,96.125,95.0,74.5098,0,-8.702264,-9.330131e-05,0.0,90.032,28.87,31.164,14.394,2.25,15.0,39.0,1,14.2,0,0,0,0,0,0,0,26.13207,92.3,44,0,8.057247,21.56863,50.58823,0,1688198237.242,65.859,74.0,4.61,1012.0,65.61433333333333,0.0
15,14.242,0.0,39.97065,0.4652165,0.0,302.416,0.1519384,1282.0,0.691929,22.35294,0.8736119,6.378634,52.15686,29,89.6,0.0,2,0.0,0.000342615,0.0,0.1631401,90.86,31,5981,6000,108.5,1316.25,96.125,95.0,74.5098,0,-8.702264,-9.330131e-05,0.0,90.032,28.87,31.164,14.394,2.25,15.0,39.0,1,14.2,0,0,0,0,0,0,0,26.13207,92.3,44,0,8.057247,21.56863,50.58823,0,1688198238.242,65.8575,74.0,4.61,1012.0,65.6125,0.0
16,15.241,0.0,39.97065,0.4652165,0.0,302.416,0.1519384,1282.0,0.691929,22.35294,0.8736119,6.378634,52.15686,29,89.6,0.0,2,0.0,0.000342615,0.0,0.1631401,90.86,31,5981,6000,108.5,1316.25,96.125,95.0,74.5098,0,-8.702264,-9.330131e-05,0.0,90.032,28.87,31.164,14.394,2.25,15.0,39.0,1,14.2,0,0,0,0,0,0,0,26.13207,92.3,44,0,8.057247,21.56863,50.58823,0,1688198239.241,65.856,74.0,4.61,1012.0,65.61066666666667,0.0
17,16.243,6.248474,39.96804,0.596662,3.136099,302.4396,0.1948682,1292.75,0.887733,29.01961,0.9847152,8.1809,60.39216,29,89.6,12.61714,2,0.007667448,0.001544228,4.965231,0.2646542,90.86,31,5998,6000,107.6,1293.75,96.125,95.0,74.5098,0,-7.251887,0.3692775,7.158196,90.032,10.53,27.097,14.414,2.2,15.16968,39.0,1,14.2,0,0,0,0,0,0,0,33.2369,92.3,44,0,5.943871,29.01961,60.0,0,1688198240.243,65.8545,74.0,4.61,1012.0,65.60883333333334,0.0
18,17.243,6.248474,39.96804,0.596662,3.136099,302.4396,0.1948682,1292.75,0.887733,29.01961,0.9847152,8.1809,60.39216,29,89.6,12.61714,2,0.007667448,0.001544228,4.965231,0.2646542,90.86,31,5998,6000,107.6,1293.75,96.125,95.0,74.5098,0,-7.251887,0.3692775,7.158196,90.032,10.53,27.097,14.414,2.2,15.16968,39.0,1,14.2,0,0,0,0,0,0,0,33.2369,92.3,44,0,5.943871,29.01961,60.0,0,1688198241.243,65.853,74.0,4.61,1012.0,65.607,0.0
