# StartTime = 06/13/2023 02:50:21.5679 PM
# FuelCalculationMethod = MassAirFlow
Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Instant CO2 rate (lb/mile), Total CO2 (lbs), CO2 flow (lb/min), Engine RPM (RPM), Intake air temperature (°F), Mass air flow rate (lb/min), Absolute load value (%), Engine fuel rate (gal/hr), Engine Fuel Rate (lb/min), Vehicle Fuel Rate (lb/min), Cylinder Fuel Rate, Mass air flow rate (lb/min).1, Engine Power (hp), Fuel Remaining (gal), Intake Air Temp (F), Outside Air Temp (F), Calculated load value (%), Engine coolant temperature (°F), Time since engine start (sec), Fuel level input (%), Evap system vapor pressure (inH2O), Ambient air temperature (°F), Engine oil temperature (°F), Engine Exhaust Flow Rate (lb/min), Intake manifold absolute pressure (inHg), AirCon High Side Pressure (PSI), A/C Cutoff Signal, Fuel system 1 status, Fuel system 2 status, Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Trip Duration (min), Ambient Temperature Sensor (°F), Blower Motor Speed Level, Blower Motor Speed Level (Rear), Compressor Drive Check, Compressor Speed (RPM), Compressor Target Speed (RPM), Electric Fan Speed (%), Engine Coolant Temperature (°F), Humidity Level, Humidity Sensor (%), Regulator Pressure Sensor (MPa), Room Temperature Sensor (°F), This item is Engine Coolant Temperature. (°F), This item is only used to display the customized status., Air Conditioner Feedback Value (L/s), Ambient Temperature for Air Conditioner (°F), Current Air Conditioner ECU Communication Status, Engine Coolant Temperature (IN) (°F), Engine Fuel Rate (lb/min).1, Engine Speed (RPM), Initial Intake Air Temperature (°F), Intake Air (°F), This item indicates the output value of the Refrigerant Outlet Temperature Sensor. (°F)
107.607,14.29154,45.35124,30.63223,0.31513,0.4320903,4.237242,0.1029206,1287.5,78.8,0.470988,15.29412,0,0,0,0,0.6448221,4.320782,0,0,0,39.60784,131.0,226,0,0,73.4,0,0,6.39748,0,0,2,0,0.3913009,0.01340779,29.1846,1.764883,74.48,0,0,0,0,0,0,130.1,0,0,0,96.8,0,0,0,0,1,0,0,1742.0,78.125,78.8,0
108.613,14.29154,45.35124,30.63223,0.31513,0.4320903,4.237242,0.1029206,1287.5,78.8,0.470988,15.29412,0,0,0,0,0.6448221,4.320782,0,0,0,39.60784,131.0,226,0,0,73.4,0,0,6.39748,0,0,2,0,0.3913009,0.01340779,29.1846,1.764883,74.48,0,0,0,0,0,0,130.1,0,0,0,96.8,0,0,0,0,1,0,0,1742.0,78.125,78.8,0
109.608,14.29154,45.35124,30.63223,0.31513,0.4320903,4.237242,0.1029206,1287.5,78.8,0.470988,15.29412,0,0,0,0,0.6448221,4.320782,0,0,0,39.60784,131.0,226,0,0,73.4,0,0,6.39748,0,0,2,0,0.3913009,0.01340779,29.1846,1.764883,74.48,0,0,0,0,0,0,130.1,0,0,0,96.8,0,0,0,0,1,0,0,1742.0,78.125,78.8,0
110.609,19.26251,12.56392,30.48783,1.533161,1.559691,4.271448,0.500726,1814.75,78.8,2.291436,52.54902,0,0,0,0,2.605474,21.02134,0,0,0,92.94118,131.0,226,0,0,73.4,0,0,31.4814,0,0,2,0,0.4133009,0.01515368,27.27397,1.827502,74.48,0,0,0,0,0,0,130.73,0,0,0,96.8,0,0,0,0,1,0,0,1317.75,78.125,78.8,0
111.61,19.26251,12.56392,30.48783,1.533161,1.559691,4.271448,0.500726,1814.75,78.8,2.291436,52.54902,0,0,0,0,2.605474,21.02134,0,0,0,92.94118,131.0,226,0,0,73.4,0,0,31.4814,0,0,2,0,0.4133009,0.01515368,27.27397,1.827502,74.48,0,0,0,0,0,0,130.73,0,0,0,96.8,0,0,0,0,1,0,0,1317.75,78.125,78.8,0
112.615,19.26251,12.56392,30.48783,1.533161,1.559691,4.271448,0.500726,1814.75,78.8,2.291436,52.54902,0,0,0,0,2.605474,21.02134,0,0,0,92.94118,131.0,226,0,0,73.4,0,0,31.4814,0,0,2,0,0.4133009,0.01515368,27.27397,1.827502,74.48,0,0,0,0,0,0,130.73,0,0,0,96.8,0,0,0,0,1,0,0,1317.75,78.125,78.8,0
113.605,25.47622,76.10909,30.5605,0.3347329,0.2574703,4.278363,0.1093229,1251.5,78.8,0.48951,16.47059,0,0,0,0,0.8566159,4.589561,0,0,0,54.11765,131.0,226,0,0,73.4,0,0,4.771317,0,0,4,0,0.4399294,0.01550661,28.37043,1.878597,74.48,0,0,0,0,0,0,132.62,0,0,0,96.35,0,0,0,0,1,0,0,1625.75,78.125,78.8,0
114.606,25.47622,76.10909,30.5605,0.3347329,0.2574703,4.278363,0.1093229,1251.5,78.8,0.48951,16.47059,0,0,0,0,0.8566159,4.589561,0,0,0,54.11765,131.0,226,0,0,73.4,0,0,4.771317,0,0,4,0,0.4399294,0.01550661,28.37043,1.878597,74.48,0,0,0,0,0,0,132.62,0,0,0,96.35,0,0,0,0,1,0,0,1625.75,78.125,78.8,0
115.612,25.47622,76.10909,30.5605,0.3347329,0.2574703,4.278363,0.1093229,1251.5,78.8,0.48951,16.47059,0,0,0,0,0.8566159,4.589561,0,0,0,54.11765,131.0,226,0,0,73.4,0,0,4.771317,0,0,4,0,0.4399294,0.01550661,28.37043,1.878597,74.48,0,0,0,0,0,0,132.62,0,0,0,96.35,0,0,0,0,1,0,0,1625.75,78.125,78.8,0
116.61,26.71896,19.4309,30.50276,1.375076,1.008488,4.301157,0.449096,1642.75,78.8,2.03742,52.94118,0,0,0,0,2.331105,18.85382,0,0,0,92.94118,131.0,226,0,0,73.4,0,0,28.79673,0,0,2,0,0.4628085,0.01667005,27.76287,1.934463,74.48,0,0,0,0,0,0,133.88,0,0,0,96.35,0,0,0,0,1,0,0,1300.75,78.125,78.8,0
117.609,26.71896,19.4309,30.50276,1.375076,1.008488,4.301157,0.449096,1642.75,78.8,2.03742,52.94118,0,0,0,0,2.331105,18.85382,0,0,0,92.94118,131.0,226,0,0,73.4,0,0,28.79673,0,0,2,0,0.4628085,0.01667005,27.76287,1.934463,74.48,0,0,0,0,0,0,133.88,0,0,0,96.35,0,0,0,0,1,0,0,1300.75,78.125,78.8,0
118.614,26.71896,19.4309,30.50276,1.375076,1.008488,4.301157,0.449096,1642.75,78.8,2.03742,52.94118,0,0,0,0,2.331105,18.85382,0,0,0,92.94118,131.0,226,0,0,73.4,0,0,28.79673,0,0,2,0,0.4628085,0.01667005,27.76287,1.934463,74.48,0,0,0,0,0,0,133.88,0,0,0,96.35,0,0,0,0,1,0,0,1300.75,78.125,78.8,0
119.6,24.23348,79.01678,30.56555,0.3066877,0.2479959,4.306768,0.1001634,1286.5,78.8,0.448497,14.5098,0,0,0,0,0.6013665,4.205029,0,0,0,38.03922,131.0,226,0,0,73.4,0,0,4.829271,0,0,2,0,0.4853468,0.01695645,28.62313,1.992566,74.48,0,0,0,0,0,0,135.14,0,0,0,96.35,0,0,0,0,1,0,0,1187.5,78.125,78.8,0
120.605,24.23348,79.01678,30.56555,0.3066877,0.2479959,4.306768,0.1001634,1286.5,78.8,0.448497,14.5098,0,0,0,0,0.6013665,4.205029,0,0,0,38.03922,131.0,226,0,0,73.4,0,0,4.829271,0,0,2,0,0.4853468,0.01695645,28.62313,1.992566,74.48,0,0,0,0,0,0,135.14,0,0,0,96.35,0,0,0,0,1,0,0,1187.5,78.125,78.8,0
121.604,24.23348,79.01678,30.56555,0.3066877,0.2479959,4.306768,0.1001634,1286.5,78.8,0.448497,14.5098,0,0,0,0,0.6013665,4.205029,0,0,0,38.03922,131.0,226,0,0,73.4,0,0,4.829271,0,0,2,0,0.4853468,0.01695645,28.62313,1.992566,74.48,0,0,0,0,0,0,135.14,0,0,0,96.35,0,0,0,0,1,0,0,1187.5,78.125,78.8,0
122.608,24.23348,79.01678,30.56555,0.3066877,0.2479959,4.306768,0.1001634,1286.5,78.8,0.448497,14.5098,0,0,0,0,0.6013665,4.205029,0,0,0,38.03922,131.0,226,0,0,73.4,0,0,4.829271,0,0,2,0,0.4853468,0.01695645,28.62313,1.992566,74.48,0,0,0,0,0,0,135.14,0,0,0,96.35,0,0,0,0,1,0,0,1187.5,78.125,78.8,0
123.607,10.56331,36.38199,30.57282,0.2903445,0.5386136,4.312316,0.09482571,1189.0,78.8,0.433944,15.29412,0,0,0,0,0.5954901,3.980946,0,0,0,40.0,131.0,226,0,0,73.4,0,0,5.966469,0,0,2,0,0.4956019,0.01723958,28.7479,2.048895,74.48,0,0,0,0,0,0,136.4,0,0,0,96.35,0,0,0,0,1,0,0,1167.0,78.125,78.8,0
124.607,10.56331,36.38199,30.57282,0.2903445,0.5386136,4.312316,0.09482571,1189.0,78.8,0.433944,15.29412,0,0,0,0,0.5954901,3.980946,0,0,0,40.0,131.0,226,0,0,73.4,0,0,5.966469,0,0,2,0,0.4956019,0.01723958,28.7479,2.048895,74.48,0,0,0,0,0,0,136.4,0,0,0,96.35,0,0,0,0,1,0,0,1167.0,78.125,78.8,0
125.607,10.56331,36.38199,30.57282,0.2903445,0.5386136,4.312316,0.09482571,1189.0,78.8,0.433944,15.29412,0,0,0,0,0.5954901,3.980946,0,0,0,40.0,131.0,226,0,0,73.4,0,0,5.966469,0,0,2,0,0.4956019,0.01723958,28.7479,2.048895,74.48,0,0,0,0,0,0,136.4,0,0,0,96.35,0,0,0,0,1,0,0,1167.0,78.125,78.8,0
126.608,5.592341,4.584634,30.43957,1.219801,4.274242,4.334558,0.3983836,1322.5,78.8,1.823094,67.84314,0,0,0,0,1.832505,16.72483,0,0,0,81.17647,131.0,226,0,0,73.4,0,0,27.12194,0,0,2,0,0.500828,0.01837481,27.25623,2.105865,74.48,0,0,0,0,0,0,137.03,0,0,0,96.35,0,0,0,0,1,0,0,1810.0,78.125,77.0,0
127.607,5.592341,4.584634,30.43957,1.219801,4.274242,4.334558,0.3983836,1322.5,78.8,1.823094,67.84314,0,0,0,0,1.832505,16.72483,0,0,0,81.17647,131.0,226,0,0,73.4,0,0,27.12194,0,0,2,0,0.500828,0.01837481,27.25623,2.105865,74.48,0,0,0,0,0,0,137.03,0,0,0,96.35,0,0,0,0,1,0,0,1810.0,78.125,77.0,0
128.609,5.592341,4.584634,30.43957,1.219801,4.274242,4.334558,0.3983836,1322.5,78.8,1.823094,67.84314,0,0,0,0,1.832505,16.72483,0,0,0,81.17647,131.0,226,0,0,73.4,0,0,27.12194,0,0,2,0,0.500828,0.01837481,27.25623,2.105865,74.48,0,0,0,0,0,0,137.03,0,0,0,96.35,0,0,0,0,1,0,0,1810.0,78.125,77.0,0
129.608,5.592341,4.584634,30.43957,1.219801,4.274242,4.334558,0.3983836,1322.5,78.8,1.823094,67.84314,0,0,0,0,1.832505,16.72483,0,0,0,81.17647,131.0,226,0,0,73.4,0,0,27.12194,0,0,2,0,0.500828,0.01837481,27.25623,2.105865,74.48,0,0,0,0,0,0,137.03,0,0,0,96.35,0,0,0,0,1,0,0,1810.0,78.125,77.0,0
130.606,20.50525,13.35137,30.3282,1.535816,1.467702,4.363081,0.5015934,1782.0,78.8,2.295405,54.11765,0,0,0,0,2.588203,21.05774,0,0,0,93.33334,131.0,226,0,0,73.4,0,0,30.70133,0,0,2,0,0.5203416,0.01983061,26.23931,2.16089,74.48,0,0,0,0,0,0,137.03,0,0,0,96.35,0,0,0,0,1,0,0,1941.25,78.125,77.0,0
131.605,20.50525,13.35137,30.3282,1.535816,1.467702,4.363081,0.5015934,1782.0,78.8,2.295405,54.11765,0,0,0,0,2.588203,21.05774,0,0,0,93.33334,131.0,226,0,0,73.4,0,0,30.70133,0,0,2,0,0.5203416,0.01983061,26.23931,2.16089,74.48,0,0,0,0,0,0,137.03,0,0,0,96.35,0,0,0,0,1,0,0,1941.25,78.125,77.0,0
132.613,20.50525,13.35137,30.3282,1.535816,1.467702,4.363081,0.5015934,1782.0,78.8,2.295405,54.11765,0,0,0,0,2.588203,21.05774,0,0,0,93.33334,131.0,226,0,0,73.4,0,0,30.70133,0,0,2,0,0.5203416,0.01983061,26.23931,2.16089,74.48,0,0,0,0,0,0,137.03,0,0,0,96.35,0,0,0,0,1,0,0,1941.25,78.125,77.0,0
133.606,28.58307,33.95382,30.34056,0.841822,0.5771319,4.378198,0.2749367,1654.5,77.0,1.258173,16.47059,0,0,0,0,1.330251,11.54231,0,0,0,67.84314,131.0,226,0,0,73.4,0,0,12.48896,0,0,2,0,0.5465037,0.0206022,26.52647,2.220815,74.48,0,0,0,0,0,0,138.92,0,0,0,96.35,0,0,0,0,1,0,0,1496.0,78.125,78.8,0
134.605,28.58307,33.95382,30.34056,0.841822,0.5771319,4.378198,0.2749367,1654.5,77.0,1.258173,16.47059,0,0,0,0,1.330251,11.54231,0,0,0,67.84314,131.0,226,0,0,73.4,0,0,12.48896,0,0,2,0,0.5465037,0.0206022,26.52647,2.220815,74.48,0,0,0,0,0,0,138.92,0,0,0,96.35,0,0,0,0,1,0,0,1496.0,78.125,78.8,0
135.599,28.58307,33.95382,30.34056,0.841822,0.5771319,4.378198,0.2749367,1654.5,77.0,1.258173,16.47059,0,0,0,0,1.330251,11.54231,0,0,0,67.84314,131.0,226,0,0,73.4,0,0,12.48896,0,0,2,0,0.5465037,0.0206022,26.52647,2.220815,74.48,0,0,0,0,0,0,138.92,0,0,0,96.35,0,0,0,0,1,0,0,1496.0,78.125,78.8,0
136.607,28.58307,33.95382,30.34056,0.841822,0.5771319,4.378198,0.2749367,1654.5,77.0,1.258173,16.47059,0,0,0,0,1.330251,11.54231,0,0,0,67.84314,131.0,226,0,0,73.4,0,0,12.48896,0,0,2,0,0.5465037,0.0206022,26.52647,2.220815,74.48,0,0,0,0,0,0,138.92,0,0,0,96.35,0,0,0,0,1,0,0,1496.0,78.125,78.8,0
137.607,28.58307,24.61135,30.31137,1.161378,0.7962114,4.400817,0.3793029,1430.25,77.0,1.735776,51.37255,0,0,0,0,2.036369,15.92378,0,0,0,90.58823,131.0,226,0,0,73.4,0,0,18.49551,0,0,2,0,0.5749761,0.02175671,26.42753,2.27858,74.48,0,0,0,0,0,0,140.18,0,0,0,96.35,0,0,0,0,1,0,0,1201.5,78.125,78.8,0
138.606,28.58307,24.61135,30.31137,1.161378,0.7962114,4.400817,0.3793029,1430.25,77.0,1.735776,51.37255,0,0,0,0,2.036369,15.92378,0,0,0,90.58823,131.0,226,0,0,73.4,0,0,18.49551,0,0,2,0,0.5749761,0.02175671,26.42753,2.27858,74.48,0,0,0,0,0,0,140.18,0,0,0,96.35,0,0,0,0,1,0,0,1201.5,78.125,78.8,0
139.6,28.58307,24.61135,30.31137,1.161378,0.7962114,4.400817,0.3793029,1430.25,77.0,1.735776,51.37255,0,0,0,0,2.036369,15.92378,0,0,0,90.58823,131.0,226,0,0,73.4,0,0,18.49551,0,0,2,0,0.5749761,0.02175671,26.42753,2.27858,74.48,0,0,0,0,0,0,140.18,0,0,0,96.35,0,0,0,0,1,0,0,1201.5,78.125,78.8,0
140.603,26.71896,98.3199,30.39085,0.2717554,0.1993069,4.406001,0.08875456,1170.25,77.0,0.406161,14.5098,0,0,0,0,0.5684631,3.726068,0,0,0,38.03922,131.0,261,0,0,73.4,0,0,5.0064,0,0,2,0,0.6008686,0.02202129,27.2858,2.341103,74.48,0,0,0,0,0,0,142.7,0,0,0,95.9,0,0,0,0,1,0,0,1100.0,78.125,78.8,0
141.602,26.71896,98.3199,30.39085,0.2717554,0.1993069,4.406001,0.08875456,1170.25,77.0,0.406161,14.5098,0,0,0,0,0.5684631,3.726068,0,0,0,38.03922,131.0,261,0,0,73.4,0,0,5.0064,0,0,2,0,0.6008686,0.02202129,27.2858,2.341103,74.48,0,0,0,0,0,0,142.7,0,0,0,95.9,0,0,0,0,1,0,0,1100.0,78.125,78.8,0
142.606,26.71896,98.3199,30.39085,0.2717554,0.1993069,4.406001,0.08875456,1170.25,77.0,0.406161,14.5098,0,0,0,0,0.5684631,3.726068,0,0,0,38.03922,131.0,261,0,0,73.4,0,0,5.0064,0,0,2,0,0.6008686,0.02202129,27.2858,2.341103,74.48,0,0,0,0,0,0,142.7,0,0,0,95.9,0,0,0,0,1,0,0,1100.0,78.125,78.8,0
143.607,26.71896,98.3199,30.39085,0.2717554,0.1993069,4.406001,0.08875456,1170.25,77.0,0.406161,14.5098,0,0,0,0,0.5684631,3.726068,0,0,0,38.03922,131.0,261,0,0,73.4,0,0,5.0064,0,0,2,0,0.6008686,0.02202129,27.2858,2.341103,74.48,0,0,0,0,0,0,142.7,0,0,0,95.9,0,0,0,0,1,0,0,1100.0,78.125,78.8,0
144.612,14.91291,55.41777,30.42196,0.2690998,0.353602,4.411496,0.08788724,1094.5,77.0,0.402192,15.29412,0,0,0,0,0.55,3.689657,0,0,0,40.0,131.0,261,0,0,73.4,0,0,6.058904,0,0,2,0,0.6163968,0.02230174,27.63895,2.409011,74.48,0,0,0,0,0,0,143.33,0,0,0,95.9,0,0,0,0,1,0,0,1117.75,78.125,78.8,0
145.605,14.91291,55.41777,30.42196,0.2690998,0.353602,4.411496,0.08788724,1094.5,77.0,0.402192,15.29412,0,0,0,0,0.55,3.689657,0,0,0,40.0,131.0,261,0,0,73.4,0,0,6.058904,0,0,2,0,0.6163968,0.02230174,27.63895,2.409011,74.48,0,0,0,0,0,0,143.33,0,0,0,95.9,0,0,0,0,1,0,0,1117.75,78.125,78.8,0
146.609,14.91291,55.41777,30.42196,0.2690998,0.353602,4.411496,0.08788724,1094.5,77.0,0.402192,15.29412,0,0,0,0,0.55,3.689657,0,0,0,40.0,131.0,261,0,0,73.4,0,0,6.058904,0,0,2,0,0.6163968,0.02230174,27.63895,2.409011,74.48,0,0,0,0,0,0,143.33,0,0,0,95.9,0,0,0,0,1,0,0,1117.75,78.125,78.8,0
147.615,14.91291,55.41777,30.42196,0.2690998,0.353602,4.411496,0.08788724,1094.5,77.0,0.402192,15.29412,0,0,0,0,0.55,3.689657,0,0,0,40.0,131.0,261,0,0,73.4,0,0,6.058904,0,0,2,0,0.6163968,0.02230174,27.63895,2.409011,74.48,0,0,0,0,0,0,143.33,0,0,0,95.9,0,0,0,0,1,0,0,1117.75,78.125,78.8,0
148.608,14.91291,55.41777,30.42196,0.2690998,0.353602,4.411496,0.08788724,1094.5,77.0,0.402192,15.29412,0,0,0,0,0.55,3.689657,0,0,0,40.0,131.0,261,0,0,73.4,0,0,6.058904,0,0,2,0,0.6163968,0.02230174,27.63895,2.409011,74.48,0,0,0,0,0,0,143.33,0,0,0,95.9,0,0,0,0,1,0,0,1117.75,78.125,78.8,0
149.606,3.106856,30.51993,30.42202,0.1017976,0.6420668,4.413744,0.03324682,1014.75,78.8,0.152145,13.33333,0,0,0,0,0.5421013,1.395758,0,0,0,39.60784,131.0,261,0,0,73.4,0,0,2.45065,0,0,4,0,0.6199023,0.02241649,27.65385,2.479,74.48,0,0,0,0,0,0,145.22,0,0,0,95.9,0,0,0,0,1,0,0,1455.25,78.125,78.8,0
150.608,3.106856,30.51993,30.42202,0.1017976,0.6420668,4.413744,0.03324682,1014.75,78.8,0.152145,13.33333,0,0,0,0,0.5421013,1.395758,0,0,0,39.60784,131.0,261,0,0,73.4,0,0,2.45065,0,0,4,0,0.6199023,0.02241649,27.65385,2.479,74.48,0,0,0,0,0,0,145.22,0,0,0,95.9,0,0,0,0,1,0,0,1455.25,78.125,78.8,0
151.607,3.106856,30.51993,30.42202,0.1017976,0.6420668,4.413744,0.03324682,1014.75,78.8,0.152145,13.33333,0,0,0,0,0.5421013,1.395758,0,0,0,39.60784,131.0,261,0,0,73.4,0,0,2.45065,0,0,4,0,0.6199023,0.02241649,27.65385,2.479,74.48,0,0,0,0,0,0,145.22,0,0,0,95.9,0,0,0,0,1,0,0,1455.25,78.125,78.8,0
152.608,18.01976,17.2309,30.35108,1.045782,1.13725,4.437527,0.3415496,1318.75,78.8,1.558494,49.41177,0,0,0,0,1.827309,14.33884,0,0,0,89.80392,131.0,261,0,0,73.4,0,0,27.16687,0,0,2,0,0.6407629,0.02363038,27.11607,2.537476,74.48,0,0,0,0,0,0,145.22,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,78.8,0
153.611,18.01976,17.2309,30.35108,1.045782,1.13725,4.437527,0.3415496,1318.75,78.8,1.558494,49.41177,0,0,0,0,1.827309,14.33884,0,0,0,89.80392,131.0,261,0,0,73.4,0,0,27.16687,0,0,2,0,0.6407629,0.02363038,27.11607,2.537476,74.48,0,0,0,0,0,0,145.22,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,78.8,0
154.609,18.01976,17.2309,30.35108,1.045782,1.13725,4.437527,0.3415496,1318.75,78.8,1.558494,49.41177,0,0,0,0,1.827309,14.33884,0,0,0,89.80392,131.0,261,0,0,73.4,0,0,27.16687,0,0,2,0,0.6407629,0.02363038,27.11607,2.537476,74.48,0,0,0,0,0,0,145.22,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,78.8,0
155.613,18.01976,17.2309,30.35108,1.045782,1.13725,4.437527,0.3415496,1318.75,78.8,1.558494,49.41177,0,0,0,0,1.827309,14.33884,0,0,0,89.80392,131.0,261,0,0,73.4,0,0,27.16687,0,0,2,0,0.6407629,0.02363038,27.11607,2.537476,74.48,0,0,0,0,0,0,145.22,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,78.8,0
156.612,19.26251,95.02493,30.40809,0.20271,0.2062178,4.44146,0.06620454,0.0,78.8,0.302967,0.0,0,0,0,0,0.0,2.77938,0,0,0,0.0,131.0,261,0,0,73.4,0,0,4.063744,0,0,1,0,0.6597794,0.02383111,27.68563,2.603553,74.48,0,0,0,0,0,0,146.48,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,80.6,0
157.605,19.26251,95.02493,30.40809,0.20271,0.2062178,4.44146,0.06620454,0.0,78.8,0.302967,0.0,0,0,0,0,0.0,2.77938,0,0,0,0.0,131.0,261,0,0,73.4,0,0,4.063744,0,0,1,0,0.6597794,0.02383111,27.68563,2.603553,74.48,0,0,0,0,0,0,146.48,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,80.6,0
158.613,19.26251,95.02493,30.40809,0.20271,0.2062178,4.44146,0.06620454,0.0,78.8,0.302967,0.0,0,0,0,0,0.0,2.77938,0,0,0,0.0,131.0,261,0,0,73.4,0,0,4.063744,0,0,1,0,0.6597794,0.02383111,27.68563,2.603553,74.48,0,0,0,0,0,0,146.48,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,80.6,0
159.597,19.26251,95.02493,30.40809,0.20271,0.2062178,4.44146,0.06620454,0.0,78.8,0.302967,0.0,0,0,0,0,0.0,2.77938,0,0,0,0.0,131.0,261,0,0,73.4,0,0,4.063744,0,0,1,0,0.6597794,0.02383111,27.68563,2.603553,74.48,0,0,0,0,0,0,146.48,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,80.6,0
160.606,5.592341,290.9482,30.43238,0.01922109,0.06735164,4.441873,0.006277556,0.0,78.8,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6659272,0.02385218,27.91892,2.670193,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
161.598,5.592341,290.9482,30.43238,0.01922109,0.06735164,4.441873,0.006277556,0.0,78.8,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6659272,0.02385218,27.91892,2.670193,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
162.604,5.592341,290.9482,30.43238,0.01922109,0.06735164,4.441873,0.006277556,0.0,78.8,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6659272,0.02385218,27.91892,2.670193,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
163.604,5.592341,290.9482,30.43238,0.01922109,0.06735164,4.441873,0.006277556,0.0,78.8,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6659272,0.02385218,27.91892,2.670193,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
164.607,1.864114,96.98271,30.43865,0.01922109,0.2020549,4.44229,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6679959,0.02387345,27.9807,2.732719,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
165.603,1.864114,96.98271,30.43865,0.01922109,0.2020549,4.44229,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6679959,0.02387345,27.9807,2.732719,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
166.596,1.864114,96.98271,30.43865,0.01922109,0.2020549,4.44229,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6679959,0.02387345,27.9807,2.732719,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
167.609,1.864114,96.98271,30.43865,0.01922109,0.2020549,4.44229,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6679959,0.02387345,27.9807,2.732719,74.48,0,0,0,0,0,0,147.11,0,0,0,95.9,0,0,0,0,1,0,0,0.0,78.125,82.4,0
168.605,8.699197,452.586,30.47618,0.01922109,0.04329748,4.442688,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6771243,0.0238938,28.33891,2.794049,74.48,0,0,0,0,0,0,147.11,0,0,0,96.35,0,0,0,0,1,0,0,0.0,78.125,82.4,0
169.594,8.699197,452.586,30.47618,0.01922109,0.04329748,4.442688,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6771243,0.0238938,28.33891,2.794049,74.48,0,0,0,0,0,0,147.11,0,0,0,96.35,0,0,0,0,1,0,0,0.0,78.125,82.4,0
170.597,8.699197,452.586,30.47618,0.01922109,0.04329748,4.442688,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6771243,0.0238938,28.33891,2.794049,74.48,0,0,0,0,0,0,147.11,0,0,0,96.35,0,0,0,0,1,0,0,0.0,78.125,82.4,0
171.61,8.077826,420.2584,30.50978,0.01922109,0.04662806,4.443068,0.006277556,0.0,82.4,0.027783,0.0,0,0,0,0,0.0,0.2635425,0,0,0,0.0,131.0,261,0,0,73.4,0,0,0.0,0,0,1,0,0.6853356,0.02391316,28.65935,2.858921,74.48,0,0,0,0,0,0,145.22,0,0,0,96.35,0,0,0,0,1,0,0,0.0,78.125,82.4,0
