# StartTime = 06/13/2023 02:59:20.6064 PM
# FuelCalculationMethod = MassAirFlow
Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Instant CO2 rate (lb/mile), Total CO2 (lbs), CO2 flow (lb/min), Engine RPM (RPM), Intake air temperature (°F), Mass air flow rate (lb/min), Absolute load value (%), Engine fuel rate (gal/hr), Engine Fuel Rate (lb/min), Vehicle Fuel Rate (lb/min), Cylinder Fuel Rate, Mass air flow rate (lb/min).1, Engine Power (hp), Fuel Remaining (gal), Intake Air Temp (F), Outside Air Temp (F), Calculated load value (%), Engine coolant temperature (°F), Time since engine start (sec), Fuel level input (%), Evap system vapor pressure (inH2O), Ambient air temperature (°F), Engine oil temperature (°F), Engine Exhaust Flow Rate (lb/min), Intake manifold absolute pressure (inHg), AirCon High Side Pressure (PSI), A/C Cutoff Signal, Fuel system 1 status, Fuel system 2 status, Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Trip Duration (min), Ambient Temperature Sensor (°F), Blower Motor Speed Level, Blower Motor Speed Level (Rear), Compressor Drive Check, Compressor Speed (RPM), Compressor Target Speed (RPM), Electric Fan Speed (%), Engine Coolant Temperature (°F), Humidity Level, Humidity Sensor (%), Regulator Pressure Sensor (MPa), Room Temperature Sensor (°F), This item is Engine Coolant Temperature. (°F), This item is only used to display the customized status., Air Conditioner Feedback Value (L/s), Ambient Temperature for Air Conditioner (°F), Current Air Conditioner ECU Communication Status, Engine Coolant Temperature (IN) (°F), Engine Fuel Rate (lb/min).1, Engine Speed (RPM), Initial Intake Air Temperature (°F), Intake Air (°F), This item indicates the output value of the Refrigerant Outlet Temperature Sensor. (°F)
184.568,9.941939,7.189913,30.19995,1.382762,2.725462,4.547672,0.4516063,1633.5,91.4,2.058588,51.76471,0,0,0,0,2.238333,18.9592,0,0,0,93.33334,145.4,198,0,0,73.4,0,0,33.85474,0,0,2,0,0.06938595,0.005027079,13.80244,3.03921,79.52,13,0,0,3167,3183,0,144.59,0,0,0,86.45,0,0,0,0,1,0,0,1686.5,89.375,87.8,0
185.563,9.941939,7.189913,30.19995,1.382762,2.725462,4.547672,0.4516063,1633.5,91.4,2.058588,51.76471,0,0,0,0,2.238333,18.9592,0,0,0,93.33334,145.4,198,0,0,73.4,0,0,33.85474,0,0,2,0,0.06938595,0.005027079,13.80244,3.03921,79.52,13,0,0,3167,3183,0,144.59,0,0,0,86.45,0,0,0,0,1,0,0,1686.5,89.375,87.8,0
186.568,9.941939,7.189913,30.19995,1.382762,2.725462,4.547672,0.4516063,1633.5,91.4,2.058588,51.76471,0,0,0,0,2.238333,18.9592,0,0,0,93.33334,145.4,198,0,0,73.4,0,0,33.85474,0,0,2,0,0.06938595,0.005027079,13.80244,3.03921,79.52,13,0,0,3167,3183,0,144.59,0,0,0,86.45,0,0,0,0,1,0,0,1686.5,89.375,87.8,0
187.563,9.941939,7.189913,30.19995,1.382762,2.725462,4.547672,0.4516063,1633.5,91.4,2.058588,51.76471,0,0,0,0,2.238333,18.9592,0,0,0,93.33334,145.4,198,0,0,73.4,0,0,33.85474,0,0,2,0,0.06938595,0.005027079,13.80244,3.03921,79.52,13,0,0,3167,3183,0,144.59,0,0,0,86.45,0,0,0,0,1,0,0,1686.5,89.375,87.8,0
188.565,20.50525,14.00308,30.07097,1.464339,1.399395,4.584484,0.4782489,1741.25,91.4,2.180304,53.72549,0,0,0,0,2.442788,20.07771,0,0,0,93.72549,145.4,198,0,0,73.4,0,0,24.16221,0,0,2,0,0.09594724,0.006905977,13.89336,3.142039,79.52,13,0,0,3183,3188,0,145.22,0,0,0,86.45,0,0,0,0,1,0,0,1110.0,89.375,89.6,0
189.571,20.50525,14.00308,30.07097,1.464339,1.399395,4.584484,0.4782489,1741.25,91.4,2.180304,53.72549,0,0,0,0,2.442788,20.07771,0,0,0,93.72549,145.4,198,0,0,73.4,0,0,24.16221,0,0,2,0,0.09594724,0.006905977,13.89336,3.142039,79.52,13,0,0,3183,3188,0,145.22,0,0,0,86.45,0,0,0,0,1,0,0,1110.0,89.375,89.6,0
190.567,20.50525,14.00308,30.07097,1.464339,1.399395,4.584484,0.4782489,1741.25,91.4,2.180304,53.72549,0,0,0,0,2.442788,20.07771,0,0,0,93.72549,145.4,198,0,0,73.4,0,0,24.16221,0,0,2,0,0.09594724,0.006905977,13.89336,3.142039,79.52,13,0,0,3183,3188,0,145.22,0,0,0,86.45,0,0,0,0,1,0,0,1110.0,89.375,89.6,0
191.564,20.50525,14.00308,30.07097,1.464339,1.399395,4.584484,0.4782489,1741.25,91.4,2.180304,53.72549,0,0,0,0,2.442788,20.07771,0,0,0,93.72549,145.4,198,0,0,73.4,0,0,24.16221,0,0,2,0,0.09594724,0.006905977,13.89336,3.142039,79.52,13,0,0,3183,3188,0,145.22,0,0,0,86.45,0,0,0,0,1,0,0,1110.0,89.375,89.6,0
192.562,20.50525,14.00308,30.07097,1.464339,1.399395,4.584484,0.4782489,1741.25,91.4,2.180304,53.72549,0,0,0,0,2.442788,20.07771,0,0,0,93.72549,145.4,198,0,0,73.4,0,0,24.16221,0,0,2,0,0.09594724,0.006905977,13.89336,3.142039,79.52,13,0,0,3183,3188,0,145.22,0,0,0,86.45,0,0,0,0,1,0,0,1110.0,89.375,89.6,0
193.572,28.58307,124.0664,30.22867,0.2303853,0.1579464,4.592299,0.07524321,1246.0,91.4,0.346626,11.76471,0,0,0,0,0.5284666,3.158839,0,0,0,34.90196,145.4,198,0,0,73.4,0,0,3.603618,0,0,2,0,0.1449055,0.007304865,19.83685,3.224051,79.52,13,0,0,3178,3129,0,147.74,0,0,0,86.45,0,0,0,0,1,0,0,1079.5,89.375,91.4,0
194.567,28.58307,124.0664,30.22867,0.2303853,0.1579464,4.592299,0.07524321,1246.0,91.4,0.346626,11.76471,0,0,0,0,0.5284666,3.158839,0,0,0,34.90196,145.4,198,0,0,73.4,0,0,3.603618,0,0,2,0,0.1449055,0.007304865,19.83685,3.224051,79.52,13,0,0,3178,3129,0,147.74,0,0,0,86.45,0,0,0,0,1,0,0,1079.5,89.375,91.4,0
195.57,28.58307,124.0664,30.22867,0.2303853,0.1579464,4.592299,0.07524321,1246.0,91.4,0.346626,11.76471,0,0,0,0,0.5284666,3.158839,0,0,0,34.90196,145.4,198,0,0,73.4,0,0,3.603618,0,0,2,0,0.1449055,0.007304865,19.83685,3.224051,79.52,13,0,0,3178,3129,0,147.74,0,0,0,86.45,0,0,0,0,1,0,0,1079.5,89.375,91.4,0
196.571,28.58307,124.0664,30.22867,0.2303853,0.1579464,4.592299,0.07524321,1246.0,91.4,0.346626,11.76471,0,0,0,0,0.5284666,3.158839,0,0,0,34.90196,145.4,198,0,0,73.4,0,0,3.603618,0,0,2,0,0.1449055,0.007304865,19.83685,3.224051,79.52,13,0,0,3178,3129,0,147.74,0,0,0,86.45,0,0,0,0,1,0,0,1079.5,89.375,91.4,0
197.57,28.58307,124.0664,30.22867,0.2303853,0.1579464,4.592299,0.07524321,1246.0,91.4,0.346626,11.76471,0,0,0,0,0.5284666,3.158839,0,0,0,34.90196,145.4,198,0,0,73.4,0,0,3.603618,0,0,2,0,0.1449055,0.007304865,19.83685,3.224051,79.52,13,0,0,3178,3129,0,147.74,0,0,0,86.45,0,0,0,0,1,0,0,1079.5,89.375,91.4,0
198.566,28.58307,124.0664,30.22867,0.2303853,0.1579464,4.592299,0.07524321,1246.0,91.4,0.346626,11.76471,0,0,0,0,0.5284666,3.158839,0,0,0,34.90196,145.4,198,0,0,73.4,0,0,3.603618,0,0,2,0,0.1449055,0.007304865,19.83685,3.224051,79.52,13,0,0,3178,3129,0,147.74,0,0,0,86.45,0,0,0,0,1,0,0,1079.5,89.375,91.4,0
199.571,22.99073,102.2538,30.32384,0.2248399,0.1916392,4.598248,0.07343211,1080.25,91.4,0.336042,13.33333,0,0,0,0,0.4934106,3.082805,0,0,0,36.86274,145.4,198,0,0,73.4,0,0,4.882185,0,0,2,0,0.1764179,0.007608457,23.18708,3.31232,78.89,13,0,0,3094,3059,0,152.15,0,0,0,86.45,0,0,0,0,1,0,0,1025.75,89.375,91.4,0
200.574,22.99073,102.2538,30.32384,0.2248399,0.1916392,4.598248,0.07343211,1080.25,91.4,0.336042,13.33333,0,0,0,0,0.4934106,3.082805,0,0,0,36.86274,145.4,198,0,0,73.4,0,0,4.882185,0,0,2,0,0.1764179,0.007608457,23.18708,3.31232,78.89,13,0,0,3094,3059,0,152.15,0,0,0,86.45,0,0,0,0,1,0,0,1025.75,89.375,91.4,0
201.565,22.99073,102.2538,30.32384,0.2248399,0.1916392,4.598248,0.07343211,1080.25,91.4,0.336042,13.33333,0,0,0,0,0.4934106,3.082805,0,0,0,36.86274,145.4,198,0,0,73.4,0,0,4.882185,0,0,2,0,0.1764179,0.007608457,23.18708,3.31232,78.89,13,0,0,3094,3059,0,152.15,0,0,0,86.45,0,0,0,0,1,0,0,1025.75,89.375,91.4,0
202.571,22.99073,102.2538,30.32384,0.2248399,0.1916392,4.598248,0.07343211,1080.25,91.4,0.336042,13.33333,0,0,0,0,0.4934106,3.082805,0,0,0,36.86274,145.4,198,0,0,73.4,0,0,4.882185,0,0,2,0,0.1764179,0.007608457,23.18708,3.31232,78.89,13,0,0,3094,3059,0,152.15,0,0,0,86.45,0,0,0,0,1,0,0,1025.75,89.375,91.4,0
203.571,22.99073,102.2538,30.32384,0.2248399,0.1916392,4.598248,0.07343211,1080.25,91.4,0.336042,13.33333,0,0,0,0,0.4934106,3.082805,0,0,0,36.86274,145.4,198,0,0,73.4,0,0,4.882185,0,0,2,0,0.1764179,0.007608457,23.18708,3.31232,78.89,13,0,0,3094,3059,0,152.15,0,0,0,86.45,0,0,0,0,1,0,0,1025.75,89.375,91.4,0
204.569,3.728227,16.38813,30.30314,0.2274955,1.195733,4.604982,0.07429942,1014.0,91.4,0.340011,14.11765,0,0,0,0,0.4796916,3.119216,0,0,0,38.82353,145.4,198,0,0,73.4,0,0,5.697803,0,0,4,0,0.1819768,0.007952184,22.88388,3.396692,78.89,13,0,0,3027,3004,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,91.4,0
205.566,3.728227,16.38813,30.30314,0.2274955,1.195733,4.604982,0.07429942,1014.0,91.4,0.340011,14.11765,0,0,0,0,0.4796916,3.119216,0,0,0,38.82353,145.4,198,0,0,73.4,0,0,5.697803,0,0,4,0,0.1819768,0.007952184,22.88388,3.396692,78.89,13,0,0,3027,3004,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,91.4,0
206.567,3.728227,16.38813,30.30314,0.2274955,1.195733,4.604982,0.07429942,1014.0,91.4,0.340011,14.11765,0,0,0,0,0.4796916,3.119216,0,0,0,38.82353,145.4,198,0,0,73.4,0,0,5.697803,0,0,4,0,0.1819768,0.007952184,22.88388,3.396692,78.89,13,0,0,3027,3004,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,91.4,0
207.567,3.728227,16.38813,30.30314,0.2274955,1.195733,4.604982,0.07429942,1014.0,91.4,0.340011,14.11765,0,0,0,0,0.4796916,3.119216,0,0,0,38.82353,145.4,198,0,0,73.4,0,0,5.697803,0,0,4,0,0.1819768,0.007952184,22.88388,3.396692,78.89,13,0,0,3027,3004,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,91.4,0
208.57,3.728227,16.38813,30.30314,0.2274955,1.195733,4.604982,0.07429942,1014.0,91.4,0.340011,14.11765,0,0,0,0,0.4796916,3.119216,0,0,0,38.82353,145.4,198,0,0,73.4,0,0,5.697803,0,0,4,0,0.1819768,0.007952184,22.88388,3.396692,78.89,13,0,0,3027,3004,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,91.4,0
209.574,0.0,0.0,30.26812,0.1920877,0.0,4.610311,0.0627353,0.0,91.4,0.287091,0.0,0,0,0,0,0.0,2.633735,0,0,0,0.0,145.4,198,0,0,73.4,0,0,5.125313,0,0,1,0,0.1819768,0.008224144,22.12715,3.491677,78.89,13,0,0,2973,2945,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
210.57,0.0,0.0,30.26812,0.1920877,0.0,4.610311,0.0627353,0.0,91.4,0.287091,0.0,0,0,0,0,0.0,2.633735,0,0,0,0.0,145.4,198,0,0,73.4,0,0,5.125313,0,0,1,0,0.1819768,0.008224144,22.12715,3.491677,78.89,13,0,0,2973,2945,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
212.566,0.0,0.0,30.26812,0.1920877,0.0,4.610311,0.0627353,0.0,91.4,0.287091,0.0,0,0,0,0,0.0,2.633735,0,0,0,0.0,145.4,198,0,0,73.4,0,0,5.125313,0,0,1,0,0.1819768,0.008224144,22.12715,3.491677,78.89,13,0,0,2973,2945,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
213.573,0.0,0.0,30.26812,0.1920877,0.0,4.610311,0.0627353,0.0,91.4,0.287091,0.0,0,0,0,0,0.0,2.633735,0,0,0,0.0,145.4,198,0,0,73.4,0,0,5.125313,0,0,1,0,0.1819768,0.008224144,22.12715,3.491677,78.89,13,0,0,2973,2945,0,154.04,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
214.572,0.0,0.0,30.26395,0.02098823,0.0,4.610945,0.006854697,0.0,91.4,0.027783,0.0,0,0,0,0,0.0,0.2877719,0,0,0,0.0,145.4,198,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008256529,22.04035,3.5764,78.89,13,0,0,2941,2950,0,155.3,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
215.574,0.0,0.0,30.26395,0.02098823,0.0,4.610945,0.006854697,0.0,91.4,0.027783,0.0,0,0,0,0,0.0,0.2877719,0,0,0,0.0,145.4,198,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008256529,22.04035,3.5764,78.89,13,0,0,2941,2950,0,155.3,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
216.573,0.0,0.0,30.26395,0.02098823,0.0,4.610945,0.006854697,0.0,91.4,0.027783,0.0,0,0,0,0,0.0,0.2877719,0,0,0,0.0,145.4,198,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008256529,22.04035,3.5764,78.89,13,0,0,2941,2950,0,155.3,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
217.575,0.0,0.0,30.26395,0.02098823,0.0,4.610945,0.006854697,0.0,91.4,0.027783,0.0,0,0,0,0,0.0,0.2877719,0,0,0,0.0,145.4,198,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008256529,22.04035,3.5764,78.89,13,0,0,2941,2950,0,155.3,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
218.574,0.0,0.0,30.26395,0.02098823,0.0,4.610945,0.006854697,0.0,91.4,0.027783,0.0,0,0,0,0,0.0,0.2877719,0,0,0,0.0,145.4,198,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008256529,22.04035,3.5764,78.89,13,0,0,2941,2950,0,155.3,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
219.578,0.0,0.0,30.26395,0.02098823,0.0,4.610945,0.006854697,0.0,91.4,0.027783,0.0,0,0,0,0,0.0,0.2877719,0,0,0,0.0,145.4,198,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008256529,22.04035,3.5764,78.89,13,0,0,2941,2950,0,155.3,0,0,0,86.45,0,0,0,0,1,0,0,0.0,89.375,95.0,0
220.565,0.0,0.0,30.26048,0.01911179,0.0,4.611474,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008283509,21.96857,3.672547,78.89,13,0,0,2966,2990,0,155.3,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,95.0,0
221.565,0.0,0.0,30.26048,0.01911179,0.0,4.611474,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008283509,21.96857,3.672547,78.89,13,0,0,2966,2990,0,155.3,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,95.0,0
222.567,0.0,0.0,30.26048,0.01911179,0.0,4.611474,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008283509,21.96857,3.672547,78.89,13,0,0,2966,2990,0,155.3,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,95.0,0
223.567,0.0,0.0,30.26048,0.01911179,0.0,4.611474,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008283509,21.96857,3.672547,78.89,13,0,0,2966,2990,0,155.3,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,95.0,0
224.569,0.0,0.0,30.26048,0.01911179,0.0,4.611474,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008283509,21.96857,3.672547,78.89,13,0,0,2966,2990,0,155.3,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,95.0,0
225.565,0.0,0.0,30.25649,0.01911179,0.0,4.612082,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008314586,21.88646,3.756645,78.89,13,0,0,2995,2990,0,154.04,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,96.8,0
226.566,0.0,0.0,30.25649,0.01911179,0.0,4.612082,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008314586,21.88646,3.756645,78.89,13,0,0,2995,2990,0,154.04,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,96.8,0
227.566,0.0,0.0,30.25649,0.01911179,0.0,4.612082,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008314586,21.88646,3.756645,78.89,13,0,0,2995,2990,0,154.04,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,96.8,0
228.565,0.0,0.0,30.25649,0.01911179,0.0,4.612082,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008314586,21.88646,3.756645,78.89,13,0,0,2995,2990,0,154.04,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,96.8,0
229.564,0.0,0.0,30.25649,0.01911179,0.0,4.612082,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008314586,21.88646,3.756645,78.89,13,0,0,2995,2990,0,154.04,0,0,0,86.0,0,0,0,0,1,0,0,0.0,89.375,96.8,0
230.564,0.0,0.0,30.25315,0.01911179,0.0,4.612592,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008340618,21.81815,3.836093,78.89,13,0,0,2974,2947,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
231.57,0.0,0.0,30.25315,0.01911179,0.0,4.612592,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008340618,21.81815,3.836093,78.89,13,0,0,2974,2947,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
232.574,0.0,0.0,30.25315,0.01911179,0.0,4.612592,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008340618,21.81815,3.836093,78.89,13,0,0,2974,2947,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
233.565,0.0,0.0,30.25315,0.01911179,0.0,4.612592,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008340618,21.81815,3.836093,78.89,13,0,0,2974,2947,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
234.573,0.0,0.0,30.25315,0.01911179,0.0,4.612592,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1819768,0.008340618,21.81815,3.836093,78.89,13,0,0,2974,2947,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
237.574,2.485485,130.0498,30.2639,0.01911179,0.1506795,4.613098,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008366407,22.14688,3.916425,78.89,13,0,0,2942,2928,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
238.571,2.485485,130.0498,30.2639,0.01911179,0.1506795,4.613098,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008366407,22.14688,3.916425,78.89,13,0,0,2942,2928,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
239.571,2.485485,130.0498,30.2639,0.01911179,0.1506795,4.613098,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008366407,22.14688,3.916425,78.89,13,0,0,2942,2928,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
240.573,2.485485,130.0498,30.2639,0.01911179,0.1506795,4.613098,0.006241858,0.0,95.0,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008366407,22.14688,3.916425,78.89,13,0,0,2942,2928,0,153.41,0,0,0,85.55,0,0,0,0,1,0,0,0.0,89.375,96.8,0
241.574,0.0,0.0,30.26063,0.01911179,0.0,4.613597,0.006241858,0.0,96.8,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008391884,22.07964,4.016279,78.89,13,0,0,2910,2894,0,152.15,0,0,0,85.55,0,0,0,0,1,0,0,1817.0,89.375,95.0,0
242.569,0.0,0.0,30.26063,0.01911179,0.0,4.613597,0.006241858,0.0,96.8,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008391884,22.07964,4.016279,78.89,13,0,0,2910,2894,0,152.15,0,0,0,85.55,0,0,0,0,1,0,0,1817.0,89.375,95.0,0
243.562,0.0,0.0,30.26063,0.01911179,0.0,4.613597,0.006241858,0.0,96.8,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008391884,22.07964,4.016279,78.89,13,0,0,2910,2894,0,152.15,0,0,0,85.55,0,0,0,0,1,0,0,1817.0,89.375,95.0,0
244.569,0.0,0.0,30.26063,0.01911179,0.0,4.613597,0.006241858,0.0,96.8,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008391884,22.07964,4.016279,78.89,13,0,0,2910,2894,0,152.15,0,0,0,85.55,0,0,0,0,1,0,0,1817.0,89.375,95.0,0
245.573,0.0,0.0,30.26063,0.01911179,0.0,4.613597,0.006241858,0.0,96.8,0.027783,0.0,0,0,0,0,0.0,0.2620439,0,0,0,0.0,152.6,250,0,0,73.4,0,0,0.0,0,0,1,0,0.1852898,0.008391884,22.07964,4.016279,78.89,13,0,0,2910,2894,0,152.15,0,0,0,85.55,0,0,0,0,1,0,0,1817.0,89.375,95.0,0
246.573,9.941939,5.576408,29.95377,1.782857,3.51406,4.671697,0.5822762,2012.5,96.8,2.591757,56.07843,0,0,0,0,2.893457,24.44495,0,0,0,96.07843,152.6,250,0,0,73.4,0,0,0.0,0,0,2,0,0.2018561,0.0113573,17.77325,4.098831,78.89,13,0,0,2702,2870,0,152.15,0,0,0,85.1,0,0,0,0,1,0,0,3137.5,89.375,89.6,0
247.567,9.941939,5.576408,29.95377,1.782857,3.51406,4.671697,0.5822762,2012.5,96.8,2.591757,56.07843,0,0,0,0,2.893457,24.44495,0,0,0,96.07843,152.6,250,0,0,73.4,0,0,0.0,0,0,2,0,0.2018561,0.0113573,17.77325,4.098831,78.89,13,0,0,2702,2870,0,152.15,0,0,0,85.1,0,0,0,0,1,0,0,3137.5,89.375,89.6,0
248.564,9.941939,5.576408,29.95377,1.782857,3.51406,4.671697,0.5822762,2012.5,96.8,2.591757,56.07843,0,0,0,0,2.893457,24.44495,0,0,0,96.07843,152.6,250,0,0,73.4,0,0,0.0,0,0,2,0,0.2018561,0.0113573,17.77325,4.098831,78.89,13,0,0,2702,2870,0,152.15,0,0,0,85.1,0,0,0,0,1,0,0,3137.5,89.375,89.6,0
249.568,9.941939,5.576408,29.95377,1.782857,3.51406,4.671697,0.5822762,2012.5,96.8,2.591757,56.07843,0,0,0,0,2.893457,24.44495,0,0,0,96.07843,152.6,250,0,0,73.4,0,0,0.0,0,0,2,0,0.2018561,0.0113573,17.77325,4.098831,78.89,13,0,0,2702,2870,0,152.15,0,0,0,85.1,0,0,0,0,1,0,0,3137.5,89.375,89.6,0
250.565,27.9617,9.320781,29.60779,2.999931,2.102381,4.7517,0.9797693,3175.0,96.8,4.483647,60.39216,0,0,0,0,4.513543,41.13239,0,0,0,91.76471,152.6,250,0,0,73.4,0,0,40.72577,0,0,2,0,0.2402604,0.01544069,15.56022,4.176109,79.52,13,0,0,2858,2842,0,154.04,0,0,0,85.1,0,0,0,0,1,0,0,1310.0,89.375,91.4,0
251.56,27.9617,9.320781,29.60779,2.999931,2.102381,4.7517,0.9797693,3175.0,96.8,4.483647,60.39216,0,0,0,0,4.513543,41.13239,0,0,0,91.76471,152.6,250,0,0,73.4,0,0,40.72577,0,0,2,0,0.2402604,0.01544069,15.56022,4.176109,79.52,13,0,0,2858,2842,0,154.04,0,0,0,85.1,0,0,0,0,1,0,0,1310.0,89.375,91.4,0
